year,cty,all_gov_exp,all_gov_rev
1976,Phillips,5259.4,4382.2
1976,Pitkin,15491.8,13410.2
1976,Prowers,11048.4,11623.8
1976,Pueblo,90061.0,96131.2
1976,Rio Blanco,11057.4,10848.4
1976,Rio Grande,7087.8,7489.4
1976,Routt,8751.2,9757.0
1976,Saguache,3492.0,3993.4
1976,San Juan,801.0,839.4
1976,San Miguel,2353.8,2575.2
1976,Sedgwick,3666.4,3289.8
1976,Summit,7879.4,9198.8
1976,Teller,4545.8,4901.8
1976,Washington,4787.2,4686.8
1976,Weld,83876.4,85999.2
1976,Yuma,7600.0,7073.4
1977,Adams,166282.0,168115.0
1977,Alamosa,7041.0,7821.0
1977,Arapahoe,233168.0,204292.0
1977,Archuleta,3351.0,2495.0
1977,Baca,6029.0,5869.0
1977,Bent,4919.0,4997.0
1977,Boulder,137289.0,137773.0
1977,Broomfield,0.0,0.0
1977,Chaffee,8455.0,8894.0
1977,Cheyenne,2306.0,2490.0
1977,Clear Creek,5178.0,5436.0
1977,Conejos,6850.0,7336.0
1977,Costilla,3260.0,3878.0
1977,Crowley,1973.0,2286.0
1977,Custer,1083.0,1154.0
1977,Delta,12987.0,13513.0
1977,Denver,538864.0,612862.0
1977,Dolores,1806.0,1571.0
1977,Douglas,13218.0,13984.0
1977,Eagle,16555.0,14506.0
1977,El Paso,191709.0,194538.0
1977,Elbert,4338.0,4167.0
1977,Fremont,13998.0,15221.0
1977,Garfield,16304.0,14171.0
1977,Gilpin,1031.0,1476.0
1977,Grand,8843.0,7916.0
1977,Gunnison,6199.0,5974.0
1977,Hinsdale,395.0,528.0
1977,Huerfano,5030.0,5212.0
1977,Jackson,1894.0,1928.0
1977,Jefferson,215067.0,236068.0
1977,Kiowa,2102.0,2142.0
1977,Kit Carson,8411.0,8130.0
1977,La Plata,19308.0,19259.0
1977,Lake,13777.0,10469.0
1977,Larimer,99132.0,108277.0
1977,Las Animas,11893.0,11805.0
1977,Lincoln,4297.0,4761.0
1977,Logan,17220.0,17893.0
1977,Mesa,40090.0,42283.0
1977,Mineral,734.0,928.0
1977,Moffat,11663.0,10289.0
1977,Montezuma,16657.0,14990.0
1977,Montrose,20075.0,18867.0
1977,Morgan,15498.0,16204.0
1977,Otero,16751.0,17135.0
1977,Ouray,1599.0,1818.0
1977,Park,4268.0,4763.0
1977,Phillips,5900.0,4815.0
1977,Pitkin,17045.0,15060.0
1977,Prowers,11927.0,12678.0
1977,Pueblo,97441.0,105804.0
1977,Rio Blanco,12545.0,12227.0
1977,Rio Grande,7714.0,8143.0
1977,Routt,9732.0,11131.0
1977,Saguache,3755.0,4331.0
1977,San Juan,869.0,897.0
1977,San Miguel,2612.0,2851.0
1977,Sedgwick,4053.0,3567.0
1977,Summit,9293.0,10942.0
1977,Teller,5100.0,5514.0
1977,Washington,5205.0,5087.0
1977,Weld,93467.0,95582.0
1977,Yuma,8365.0,7645.0
1978,Adams,194729.2,195358.4
1978,Alamosa,9242.6,9947.8
1978,Arapahoe,268007.8,248517.8
1978,Archuleta,3869.8,2979.4
1978,Baca,6447.4,6575.6
1978,Bent,5446.4,5530.4
1978,Boulder,150988.6,153336.2
1978,Broomfield,0.0,0.0
1978,Chaffee,9703.4,10131.6
1978,Cheyenne,2702.6,2769.2
1978,Clear Creek,6210.8,6555.6
1978,Conejos,7847.2,8248.2
1978,Costilla,3663.4,4173.2
1978,Crowley,2198.8,2434.6
1978,Custer,1285.0,1333.4
1978,Delta,18073.2,16633.4
1978,Denver,574513.4,676614.8
1978,Dolores,1996.4,1798.4
1978,Douglas,18994.2,18109.2
1978,Eagle,22027.2,19762.4
1978,El Paso,218816.4,225389.4
1978,Elbert,4970.0,4861.2
1978,Fremont,17725.8,18664.4
1978,Garfield,20720.0,19141.4
1978,Gilpin,1322.0,1745.0
1978,Grand,11651.0,10237.8
1978,Gunnison,8148.2,7548.2
1978,Hinsdale,512.0,609.2
1978,Huerfano,5585.6,5982.4
1978,Jackson,2181.2,2278.0
1978,Jefferson,251449.0,272054.8
1978,Kiowa,2524.4,2577.4
1978,Kit Carson,9206.2,8940.8
1978,La Plata,23221.2,23071.4
1978,Lake,15571.6,12964.8
1978,Larimer,117232.4,126909.8
1978,Las Animas,13007.4,12704.4
1978,Lincoln,5047.6,5565.4
1978,Logan,20799.6,20649.8
1978,Mesa,53360.8,54974.4
1978,Mineral,861.0,1041.4
1978,Moffat,16132.4,15780.4
1978,Montezuma,18588.6,16914.0
1978,Montrose,23432.4,22323.0
1978,Morgan,17642.2,18422.8
1978,Otero,18839.6,19238.0
1978,Ouray,1831.4,2048.4
1978,Park,5364.4,5842.2
1978,Phillips,6488.0,5599.4
1978,Pitkin,19691.8,18108.6
1978,Prowers,13835.6,14334.0
1978,Pueblo,108666.8,117832.2
1978,Rio Blanco,14121.8,14226.8
1978,Rio Grande,8724.0,9115.0
1978,Routt,14188.4,14317.8
1978,Saguache,4226.8,4701.6
1978,San Juan,1028.8,1052.0
1978,San Miguel,3142.6,3312.0
1978,Sedgwick,4314.6,4007.4
1978,Summit,12043.8,14196.2
1978,Teller,6082.0,6573.0
1978,Washington,5606.4,5533.4
1978,Weld,107600.0,110150.0
1978,Yuma,9472.8,8786.6
1979,Adams,223176.4,222601.8
1979,Alamosa,11444.2,12074.6
1979,Arapahoe,302847.6,292743.6
1979,Archuleta,4388.6,3463.8
1979,Baca,6865.8,7282.2
1979,Bent,5973.8,6063.8
1979,Boulder,164688.2,168899.4
1979,Broomfield,0.0,0.0
1979,Chaffee,10951.8,11369.2
1979,Cheyenne,3099.2,3048.4
1979,Clear Creek,7243.6,7675.2
1979,Conejos,8844.4,9160.4
1979,Costilla,4066.8,4468.4
1979,Crowley,2424.6,2583.2
1979,Custer,1487.0,1512.8
1979,Delta,23159.4,19753.8
1979,Denver,610162.8,740367.6
1979,Dolores,2186.8,2025.8
1979,Douglas,24770.4,22234.4
1979,Eagle,27499.4,25018.8
1979,El Paso,245923.8,256240.8
1979,Elbert,5602.0,5555.4
1979,Fremont,21453.6,22107.8
1979,Garfield,25136.0,24111.8
1979,Gilpin,1613.0,2014.0
1979,Grand,14459.0,12559.6
1979,Gunnison,10097.4,9122.4
1979,Hinsdale,629.0,690.4
1979,Huerfano,6141.2,6752.8
1979,Jackson,2468.4,2628.0
1979,Jefferson,287831.0,308041.6
1979,Kiowa,2946.8,3012.8
1979,Kit Carson,10001.4,9751.6
1979,La Plata,27134.4,26883.8
1979,Lake,17366.2,15460.6
1979,Larimer,135332.8,145542.6
1979,Las Animas,14121.8,13603.8
1979,Lincoln,5798.2,6369.8
1979,Logan,24379.2,23406.6
1979,Mesa,66631.6,67665.8
1979,Mineral,988.0,1154.8
1979,Moffat,20601.8,21271.8
1979,Montezuma,20520.2,18838.0
1979,Montrose,26789.8,25779.0
1979,Morgan,19786.4,20641.6
1979,Otero,20928.2,21341.0
1979,Ouray,2063.8,2278.8
1979,Park,6460.8,6921.4
1979,Phillips,7076.0,6383.8
1979,Pitkin,22338.6,21157.2
1979,Prowers,15744.2,15990.0
1979,Pueblo,119892.6,129860.4
1979,Rio Blanco,15698.6,16226.6
1979,Rio Grande,9734.0,10087.0
1979,Routt,18644.8,17504.6
1979,Saguache,4698.6,5072.2
1979,San Juan,1188.6,1207.0
1979,San Miguel,3673.2,3773.0
1979,Sedgwick,4576.2,4447.8
1979,Summit,14794.6,17450.4
1979,Teller,7064.0,7632.0
1979,Washington,6007.8,5979.8
1979,Weld,121733.0,124718.0
1979,Yuma,10580.6,9928.2
1980,Adams,251623.6,249845.2
1980,Alamosa,13645.8,14201.400000000001
1980,Arapahoe,337687.4,336969.4
1980,Archuleta,4907.4,3948.2
1980,Baca,7284.2,7988.8
1980,Bent,6501.2,6597.2
1980,Boulder,178387.8,184462.6
1980,Broomfield,0.0,0.0
1980,Chaffee,12200.2,12606.8
1980,Cheyenne,3495.8,3327.6
1980,Clear Creek,8276.4,8794.8
1980,Conejos,9841.6,10072.6
1980,Costilla,4470.2,4763.6
1980,Crowley,2650.4,2731.8
1980,Custer,1689.0,1692.2
1980,Delta,28245.6,22874.2
1980,Denver,645812.2,804120.4
1980,Dolores,2377.2,2253.2
1980,Douglas,30546.6,26359.6
1980,Eagle,32971.6,30275.199999999997
1980,El Paso,273031.2,287092.2
1980,Elbert,6234.0,6249.6
1980,Fremont,25181.4,25551.2
1980,Garfield,29552.0,29082.199999999997
1980,Gilpin,1904.0,2283.0
1980,Grand,17267.0,14881.400000000001
1980,Gunnison,12046.6,10696.6
1980,Hinsdale,746.0,771.6
1980,Huerfano,6696.8,7523.2
1980,Jackson,2755.6,2978.0
1980,Jefferson,324213.0,344028.4
1980,Kiowa,3369.2,3448.2
1980,Kit Carson,10796.6,10562.4
1980,La Plata,31047.6,30696.2
1980,Lake,19160.8,17956.4
1980,Larimer,153433.2,164175.4
1980,Las Animas,15236.2,14503.2
1980,Lincoln,6548.8,7174.2
1980,Logan,27958.8,26163.4
1980,Mesa,79902.4,80357.2
1980,Mineral,1115.0,1268.2
1980,Moffat,25071.199999999997,26763.199999999997
1980,Montezuma,22451.8,20762.0
1980,Montrose,30147.2,29235.0
1980,Morgan,21930.6,22860.4
1980,Otero,23016.8,23444.0
1980,Ouray,2296.2,2509.2
1980,Park,7557.200000000001,8000.6
1980,Phillips,7664.0,7168.2
1980,Pitkin,24985.4,24205.8
1980,Prowers,17652.8,17646.0
1980,Pueblo,131118.4,141888.6
1980,Rio Blanco,17275.4,18226.4
1980,Rio Grande,10744.0,11059.0
1980,Routt,23101.199999999997,20691.4
1980,Saguache,5170.4,5442.8
1980,San Juan,1348.4,1362.0
1980,San Miguel,4203.8,4234.0
1980,Sedgwick,4837.8,4888.2
1980,Summit,17545.4,20704.6
1980,Teller,8046.0,8691.0
1980,Washington,6409.2,6426.2
1980,Weld,135866.0,139286.0
1980,Yuma,11688.4,11069.8
1981,Adams,280070.8,277088.6
1981,Alamosa,15847.4,16328.2
1981,Arapahoe,372527.2,381195.2
1981,Archuleta,5426.2,4432.6
1981,Baca,7702.6,8695.4
1981,Bent,7028.6,7130.6
1981,Boulder,192087.4,200025.8
1981,Broomfield,0.0,0.0
1981,Chaffee,13448.6,13844.4
1981,Cheyenne,3892.4,3606.8
1981,Clear Creek,9309.2,9914.4
1981,Conejos,10838.8,10984.8
1981,Costilla,4873.6,5058.8
1981,Crowley,2876.2,2880.4
1981,Custer,1891.0,1871.6
1981,Delta,33331.8,25994.6
1981,Denver,681461.6,867873.2
1981,Dolores,2567.6,2480.6
1981,Douglas,36322.8,30484.8
1981,Eagle,38443.8,35531.6
1981,El Paso,300138.6,317943.6
1981,Elbert,6866.0,6943.8
1981,Fremont,28909.2,28994.6
1981,Garfield,33968.0,34052.6
1981,Gilpin,2195.0,2552.0
1981,Grand,20075.0,17203.2
1981,Gunnison,13995.8,12270.8
1981,Hinsdale,863.0,852.8
1981,Huerfano,7252.4,8293.6
1981,Jackson,3042.8,3328.0
1981,Jefferson,360595.0,380015.2
1981,Kiowa,3791.6,3883.6
1981,Kit Carson,11591.8,11373.2
1981,La Plata,34960.8,34508.6
1981,Lake,20955.4,20452.2
1981,Larimer,171533.6,182808.2
1981,Las Animas,16350.6,15402.6
1981,Lincoln,7299.4,7978.6
1981,Logan,31538.4,28920.2
1981,Mesa,93173.2,93048.6
1981,Mineral,1242.0,1381.6
1981,Moffat,29540.6,32254.6
1981,Montezuma,24383.4,22686.0
1981,Montrose,33504.6,32691.0
1981,Morgan,24074.8,25079.2
1981,Otero,25105.4,25547.0
1981,Ouray,2528.6,2739.6
1981,Park,8653.6,9079.8
1981,Phillips,8252.0,7952.6
1981,Pitkin,27632.2,27254.4
1981,Prowers,19561.4,19302.0
1981,Pueblo,142344.2,153916.8
1981,Rio Blanco,18852.2,20226.2
1981,Rio Grande,11754.0,12031.0
1981,Routt,27557.6,23878.2
1981,Saguache,5642.2,5813.4
1981,San Juan,1508.2,1517.0
1981,San Miguel,4734.4,4695.0
1981,Sedgwick,5099.4,5328.6
1981,Summit,20296.2,23958.8
1981,Teller,9028.0,9750.0
1981,Washington,6810.6,6872.6
1981,Weld,149999.0,153854.0
1981,Yuma,12796.2,12211.4
1982,Adams,308518.0,304332.0
1982,Alamosa,18049.0,18455.0
1982,Arapahoe,407367.0,425421.0
1982,Archuleta,5945.0,4917.0
1982,Baca,8121.0,9402.0
1982,Bent,7556.0,7664.0
1982,Boulder,205787.0,215589.0
1982,Broomfield,0.0,0.0
1982,Chaffee,14697.0,15082.0
1982,Cheyenne,4289.0,3886.0
1982,Clear Creek,10342.0,11034.0
1982,Conejos,11836.0,11897.0
1982,Costilla,5277.0,5354.0
1982,Crowley,3102.0,3029.0
1982,Custer,2093.0,2051.0
1982,Delta,38418.0,29115.0
1982,Denver,717111.0,931626.0
1982,Dolores,2758.0,2708.0
1982,Douglas,42099.0,34610.0
1982,Eagle,43916.0,40788.0
1982,El Paso,327246.0,348795.0
1982,Elbert,7498.0,7638.0
1982,Fremont,32637.0,32438.0
1982,Garfield,38384.0,39023.0
1982,Gilpin,2486.0,2821.0
1982,Grand,22883.0,19525.0
1982,Gunnison,15945.0,13845.0
1982,Hinsdale,980.0,934.0
1982,Huerfano,7808.0,9064.0
1982,Jackson,3330.0,3678.0
1982,Jefferson,396977.0,416002.0
1982,Kiowa,4214.0,4319.0
1982,Kit Carson,12387.0,12184.0
1982,La Plata,38874.0,38321.0
1982,Lake,22750.0,22948.0
1982,Larimer,189634.0,201441.0
1982,Las Animas,17465.0,16302.0
1982,Lincoln,8050.0,8783.0
1982,Logan,35118.0,31677.0
1982,Mesa,106444.0,105740.0
1982,Mineral,1369.0,1495.0
1982,Moffat,34010.0,37746.0
1982,Montezuma,26315.0,24610.0
1982,Montrose,36862.0,36147.0
1982,Morgan,26219.0,27298.0
1982,Otero,27194.0,27650.0
1982,Ouray,2761.0,2970.0
1982,Park,9750.0,10159.0
1982,Phillips,8840.0,8737.0
1982,Pitkin,30279.0,30303.0
1982,Prowers,21470.0,20958.0
1982,Pueblo,153570.0,165945.0
1982,Rio Blanco,20429.0,22226.0
1982,Rio Grande,12764.0,13003.0
1982,Routt,32014.0,27065.0
1982,Saguache,6114.0,6184.0
1982,San Juan,1668.0,1672.0
1982,San Miguel,5265.0,5156.0
1982,Sedgwick,5361.0,5769.0
1982,Summit,23047.0,27213.0
1982,Teller,10010.0,10809.0
1982,Washington,7212.0,7319.0
1982,Weld,164132.0,168422.0
1982,Yuma,13904.0,13353.0
1983,Adams,342862.6,339286.2
1983,Alamosa,18705.4,19011.0
1983,Arapahoe,497625.0,505964.6
1983,Archuleta,6732.4,5690.4
1983,Baca,8608.2,10024.4
1983,Bent,7761.4,7877.2
1983,Boulder,233082.6,240279.8
1983,Broomfield,0.0,0.0
1983,Chaffee,16198.0,16170.6
1983,Cheyenne,4623.8,4445.6
1983,Clear Creek,11443.4,12116.4
1983,Conejos,12577.0,12689.2
1983,Costilla,5761.8,6009.6
1983,Crowley,3316.6,3188.0
1983,Custer,2357.8,2370.4
1983,Delta,38537.4,31043.6
1983,Denver,816292.6,994833.8
1983,Dolores,3094.0,3021.2
1983,Douglas,60569.2,49074.8
1983,Eagle,46145.2,44757.8
1983,El Paso,373710.4,402546.4
1983,Elbert,9239.6,8600.4
1983,Fremont,33620.8,33805.8
1983,Garfield,41794.2,43696.0
1983,Gilpin,2873.2,3039.0
1983,Grand,23509.8,20911.2
1983,Gunnison,17728.6,16047.6
1983,Hinsdale,1321.8,1179.4
1983,Huerfano,9142.6,10148.0
1983,Jackson,3408.2,3690.6
1983,Jefferson,454056.2,454082.2
1983,Kiowa,4490.0,4676.4
1983,Kit Carson,13056.2,12801.4
1983,La Plata,42224.2,42146.0
1983,Lake,23466.6,23833.6
1983,Larimer,220013.6,229780.8
1983,Las Animas,18654.0,18132.6
1983,Lincoln,8336.6,9163.2
1983,Logan,36913.4,34499.6
1983,Mesa,111400.8,112196.0
1983,Mineral,1494.8,1593.8
1983,Moffat,36452.4,39972.8
1983,Montezuma,28727.6,28717.4
1983,Montrose,38998.8,38482.6
1983,Morgan,29058.4,30303.6
1983,Otero,29231.0,29541.4
1983,Ouray,3068.2,3318.0
1983,Park,10419.6,10967.6
1983,Phillips,9129.4,9061.6
1983,Pitkin,32452.4,33848.6
1983,Prowers,23217.2,23241.4
1983,Pueblo,166451.8,177531.2
1983,Rio Blanco,23488.0,25318.2
1983,Rio Grande,13729.0,13948.2
1983,Routt,32429.4,28519.4
1983,Saguache,6590.2,6706.4
1983,San Juan,1751.2,1759.8
1983,San Miguel,6941.4,6379.4
1983,Sedgwick,5852.2,6199.8
1983,Summit,29341.8,31829.8
1983,Teller,11304.6,12187.4
1983,Washington,7856.0,8029.8
1983,Weld,170738.2,174474.8
1983,Yuma,16159.8,14632.2
1984,Adams,377207.2,374240.4
1984,Alamosa,19361.8,19567.0
1984,Arapahoe,587883.0,586508.2
1984,Archuleta,7519.8,6463.8
1984,Baca,9095.4,10646.8
1984,Bent,7966.8,8090.4
1984,Boulder,260378.2,264970.6
1984,Broomfield,0.0,0.0
1984,Chaffee,17699.0,17259.2
1984,Cheyenne,4958.6,5005.2
1984,Clear Creek,12544.8,13198.8
1984,Conejos,13318.0,13481.4
1984,Costilla,6246.6,6665.2
1984,Crowley,3531.2,3347.0
1984,Custer,2622.6,2689.8
1984,Delta,38656.8,32972.2
1984,Denver,915474.2,1058041.6
1984,Dolores,3430.0,3334.4
1984,Douglas,79039.4,63539.6
1984,Eagle,48374.4,48727.6
1984,El Paso,420174.8,456297.8
1984,Elbert,10981.2,9562.8
1984,Fremont,34604.6,35173.6
1984,Garfield,45204.4,48369.0
1984,Gilpin,3260.4,3257.0
1984,Grand,24136.6,22297.4
1984,Gunnison,19512.2,18250.2
1984,Hinsdale,1663.6,1424.8
1984,Huerfano,10477.2,11232.0
1984,Jackson,3486.4,3703.2
1984,Jefferson,511135.4,492162.4
1984,Kiowa,4766.0,5033.8
1984,Kit Carson,13725.4,13418.8
1984,La Plata,45574.4,45971.0
1984,Lake,24183.2,24719.2
1984,Larimer,250393.2,258120.6
1984,Las Animas,19843.0,19963.2
1984,Lincoln,8623.2,9543.4
1984,Logan,38708.8,37322.2
1984,Mesa,116357.6,118652.0
1984,Mineral,1620.6,1692.6
1984,Moffat,38894.8,42199.6
1984,Montezuma,31140.2,32824.8
1984,Montrose,41135.6,40818.2
1984,Morgan,31897.8,33309.2
1984,Otero,31268.0,31432.8
1984,Ouray,3375.4,3666.0
1984,Park,11089.2,11776.2
1984,Phillips,9418.8,9386.2
1984,Pitkin,34625.8,37394.2
1984,Prowers,24964.4,25524.8
1984,Pueblo,179333.6,189117.4
1984,Rio Blanco,26547.0,28410.4
1984,Rio Grande,14694.0,14893.4
1984,Routt,32844.8,29973.8
1984,Saguache,7066.4,7228.8
1984,San Juan,1834.4,1847.6
1984,San Miguel,8617.8,7602.8
1984,Sedgwick,6343.4,6630.6
1984,Summit,35636.6,36446.6
1984,Teller,12599.2,13565.8
1984,Washington,8500.0,8740.6
1984,Weld,177344.4,180527.6
1984,Yuma,18415.6,15911.4
1985,Adams,411551.8,409194.6
1985,Alamosa,20018.2,20123.0
1985,Arapahoe,678141.0,667051.8
1985,Archuleta,8307.2,7237.2
1985,Baca,9582.6,11269.2
1985,Bent,8172.2,8303.6
1985,Boulder,287673.8,289661.4
1985,Broomfield,0.0,0.0
1985,Chaffee,19200.0,18347.8
1985,Cheyenne,5293.4,5564.8
1985,Clear Creek,13646.2,14281.2
1985,Conejos,14059.0,14273.6
1985,Costilla,6731.4,7320.8
1985,Crowley,3745.8,3506.0
1985,Custer,2887.4,3009.2
1985,Delta,38776.2,34900.8
1985,Denver,1014655.8,1121249.4
1985,Dolores,3766.0,3647.6
1985,Douglas,97509.6,78004.4
1985,Eagle,50603.6,52697.4
1985,El Paso,466639.2,510049.2
1985,Elbert,12722.8,10525.2
1985,Fremont,35588.4,36541.4
1985,Garfield,48614.6,53042.0
1985,Gilpin,3647.6,3475.0
1985,Grand,24763.4,23683.6
1985,Gunnison,21295.8,20452.8
1985,Hinsdale,2005.4,1670.2
1985,Huerfano,11811.8,12316.0
1985,Jackson,3564.6,3715.8
1985,Jefferson,568214.6,530242.6
1985,Kiowa,5042.0,5391.2
1985,Kit Carson,14394.6,14036.2
1985,La Plata,48924.6,49796.0
1985,Lake,24899.8,25604.8
1985,Larimer,280772.8,286460.4
1985,Las Animas,21032.0,21793.8
1985,Lincoln,8909.8,9923.6
1985,Logan,40504.2,40144.8
1985,Mesa,121314.4,125108.0
1985,Mineral,1746.4,1791.4
1985,Moffat,41337.2,44426.4
1985,Montezuma,33552.8,36932.2
1985,Montrose,43272.4,43153.8
1985,Morgan,34737.2,36314.8
1985,Otero,33305.0,33324.2
1985,Ouray,3682.6,4014.0
1985,Park,11758.8,12584.8
1985,Phillips,9708.2,9710.8
1985,Pitkin,36799.2,40939.8
1985,Prowers,26711.6,27808.2
1985,Pueblo,192215.4,200703.6
1985,Rio Blanco,29606.0,31502.6
1985,Rio Grande,15659.0,15838.6
1985,Routt,33260.2,31428.2
1985,Saguache,7542.6,7751.2
1985,San Juan,1917.6,1935.4
1985,San Miguel,10294.2,8826.2
1985,Sedgwick,6834.6,7061.4
1985,Summit,41931.4,41063.4
1985,Teller,13893.8,14944.2
1985,Washington,9144.0,9451.4
1985,Weld,183950.6,186580.4
1985,Yuma,20671.4,17190.6
1986,Adams,445896.4,444148.8
1986,Alamosa,20674.6,20679.0
1986,Arapahoe,768399.0,747595.4
1986,Archuleta,9094.6,8010.6
1986,Baca,10069.8,11891.6
1986,Bent,8377.6,8516.8
1986,Boulder,314969.4,314352.2
1986,Broomfield,0.0,0.0
1986,Chaffee,20701.0,19436.4
1986,Cheyenne,5628.2,6124.4
1986,Clear Creek,14747.6,15363.6
1986,Conejos,14800.0,15065.8
1986,Costilla,7216.2,7976.4
1986,Crowley,3960.4,3665.0
1986,Custer,3152.2,3328.6
1986,Delta,38895.6,36829.4
1986,Denver,1113837.4,1184457.2
1986,Dolores,4102.0,3960.8
1986,Douglas,115979.8,92469.2
1986,Eagle,52832.8,56667.2
1986,El Paso,513103.6,563800.6
1986,Elbert,14464.4,11487.6
1986,Fremont,36572.2,37909.2
1986,Garfield,52024.8,57715.0
1986,Gilpin,4034.8,3693.0
1986,Grand,25390.2,25069.8
1986,Gunnison,23079.4,22655.4
1986,Hinsdale,2347.2,1915.6
1986,Huerfano,13146.4,13400.0
1986,Jackson,3642.8,3728.4
1986,Jefferson,625293.8,568322.8
1986,Kiowa,5318.0,5748.6
1986,Kit Carson,15063.8,14653.6
1986,La Plata,52274.8,53621.0
1986,Lake,25616.4,26490.4
1986,Larimer,311152.4,314800.2
1986,Las Animas,22221.0,23624.4
1986,Lincoln,9196.4,10303.8
1986,Logan,42299.6,42967.4
1986,Mesa,126271.2,131564.0
1986,Mineral,1872.2,1890.2
1986,Moffat,43779.6,46653.2
1986,Montezuma,35965.4,41039.6
1986,Montrose,45409.2,45489.4
1986,Morgan,37576.6,39320.4
1986,Otero,35342.0,35215.6
1986,Ouray,3989.8,4362.0
1986,Park,12428.4,13393.4
1986,Phillips,9997.6,10035.4
1986,Pitkin,38972.6,44485.4
1986,Prowers,28458.8,30091.6
1986,Pueblo,205097.2,212289.8
1986,Rio Blanco,32665.0,34594.8
1986,Rio Grande,16624.0,16783.8
1986,Routt,33675.6,32882.6
1986,Saguache,8018.8,8273.6
1986,San Juan,2000.8,2023.2
1986,San Miguel,11970.6,10049.6
1986,Sedgwick,7325.8,7492.2
1986,Summit,48226.2,45680.2
1986,Teller,15188.4,16322.6
1986,Washington,9788.0,10162.2
1986,Weld,190556.8,192633.2
1986,Yuma,22927.2,18469.8
1987,Adams,480241.0,479103.0
1987,Alamosa,21331.0,21235.0
1987,Arapahoe,858657.0,828139.0
1987,Archuleta,9882.0,8784.0
1987,Baca,10557.0,12514.0
1987,Bent,8583.0,8730.0
1987,Boulder,342265.0,339043.0
1987,Broomfield,0.0,0.0
1987,Chaffee,22202.0,20525.0
1987,Cheyenne,5963.0,6684.0
1987,Clear Creek,15849.0,16446.0
1987,Conejos,15541.0,15858.0
1987,Costilla,7701.0,8632.0
1987,Crowley,4175.0,3824.0
1987,Custer,3417.0,3648.0
1987,Delta,39015.0,38758.0
1987,Denver,1213019.0,1247665.0
1987,Dolores,4438.0,4274.0
1987,Douglas,134450.0,106934.0
1987,Eagle,55062.0,60637.0
1987,El Paso,559568.0,617552.0
1987,Elbert,16206.0,12450.0
1987,Fremont,37556.0,39277.0
1987,Garfield,55435.0,62388.0
1987,Gilpin,4422.0,3911.0
1987,Grand,26017.0,26456.0
1987,Gunnison,24863.0,24858.0
1987,Hinsdale,2689.0,2161.0
1987,Huerfano,14481.0,14484.0
1987,Jackson,3721.0,3741.0
1987,Jefferson,682373.0,606403.0
1987,Kiowa,5594.0,6106.0
1987,Kit Carson,15733.0,15271.0
1987,La Plata,55625.0,57446.0
1987,Lake,26333.0,27376.0
1987,Larimer,341532.0,343140.0
1987,Las Animas,23410.0,25455.0
1987,Lincoln,9483.0,10684.0
1987,Logan,44095.0,45790.0
1987,Mesa,131228.0,138020.0
1987,Mineral,1998.0,1989.0
1987,Moffat,46222.0,48880.0
1987,Montezuma,38378.0,45147.0
1987,Montrose,47546.0,47825.0
1987,Morgan,40416.0,42326.0
1987,Otero,37379.0,37107.0
1987,Ouray,4297.0,4710.0
1987,Park,13098.0,14202.0
1987,Phillips,10287.0,10360.0
1987,Pitkin,41146.0,48031.0
1987,Prowers,30206.0,32375.0
1987,Pueblo,217979.0,223876.0
1987,Rio Blanco,35724.0,37687.0
1987,Rio Grande,17589.0,17729.0
1987,Routt,34091.0,34337.0
1987,Saguache,8495.0,8796.0
1987,San Juan,2084.0,2111.0
1987,San Miguel,13647.0,11273.0
1987,Sedgwick,7817.0,7923.0
1987,Summit,54521.0,50297.0
1987,Teller,16483.0,17701.0
1987,Washington,10432.0,10873.0
1987,Weld,197163.0,198686.0
1987,Yuma,25183.0,19749.0
1988,Adams,500320.8,499838.2
1988,Alamosa,24220.4,22741.4
1988,Arapahoe,888796.6,857050.0
1988,Archuleta,11319.0,10532.8
1988,Baca,11256.8,12829.4
1988,Bent,8778.8,9254.0
1988,Boulder,369994.4,361714.6
1988,Broomfield,0.0,0.0
1988,Chaffee,22489.8,21102.2
1988,Cheyenne,6809.2,7207.4
1988,Clear Creek,17190.2,17012.8
1988,Conejos,16448.0,16630.8
1988,Costilla,8793.6,9538.4
1988,Crowley,4819.8,4628.8
1988,Custer,3490.6,3724.0
1988,Delta,40600.8,40740.2
1988,Denver,1353912.8,1326342.4
1988,Dolores,4412.0,4260.2
1988,Douglas,145039.2,119847.6
1988,Eagle,67694.8,72409.0
1988,El Paso,609908.4,651922.0
1988,Elbert,16601.0,13838.4
1988,Fremont,41195.0,42106.6
1988,Garfield,59907.4,66502.2
1988,Gilpin,4736.8,4305.8
1988,Grand,26665.8,27963.8
1988,Gunnison,25626.4,25813.0
1988,Hinsdale,2515.6,2102.0
1988,Huerfano,17328.0,15888.2
1988,Jackson,4060.4,4034.6
1988,Jefferson,700399.0,639363.2
1988,Kiowa,5647.8,6069.4
1988,Kit Carson,16680.6,16168.2
1988,La Plata,59353.8,60495.4
1988,Lake,32402.4,31883.0
1988,Larimer,369049.4,377900.4
1988,Las Animas,24423.8,26194.0
1988,Lincoln,10345.6,11250.0
1988,Logan,44105.2,45811.4
1988,Mesa,142038.4,149269.2
1988,Mineral,1861.2,1890.8
1988,Moffat,47761.6,50594.2
1988,Montezuma,40920.0,47255.8
1988,Montrose,51371.0,51991.8
1988,Morgan,43867.6,45853.6
1988,Otero,38694.0,38747.2
1988,Ouray,4450.4,5082.8
