year,cty,all_gov_exp,all_gov_rev
1976,Grand,7618.6,6939.0
1976,Gunnison,5654.8,5527.2
1976,Hinsdale,363.4,478.4
1976,Huerfano,4770.4,4919.0
1976,Jackson,1804.2,1766.4
1976,Jefferson,191417.4,209100.2
1976,Kiowa,2030.0,2109.6
1976,Kit Carson,7609.2,7385.8
1976,La Plata,17336.0,17466.6
1976,Lake,12043.8,9446.6
1976,Larimer,88423.2,95717.4
1976,Las Animas,11214.6,11241.0
1976,Lincoln,4079.4,4435.2
1976,Logan,16060.2,16606.2
1976,Mesa,38899.4,40521.2
1976,Mineral,681.8,836.4
1976,Moffat,10231.4,9119.2
1976,Montezuma,14796.2,13467.4
1976,Montrose,17872.2,16948.8
1976,Morgan,14332.8,14949.6
1976,Otero,15468.0,15829.8
1976,Ouray,1482.0,1646.8
1976,Park,3900.2,4230.0
