,ap,emp,est,fipscty,fipstate,ind_code,naics,qp1,s_NAICS,s_SIC,s_n02,s_n07,sic,year
190978,32083,1231,53,3,8,620000,62----,7777,62,,,62,,2003
191046,833,82,9,3,8,710000,71----,178,71,,,71,,2003
191062,7091,753,52,3,8,720000,72----,1584,72,,,72,,2003
191083,4684,301,57,3,8,810000,81----,1116,81,,,81,,2003
191141,11244682,268875,17185,5,8,000000,------,2776572,00,,,00,,2003
191142,3918,44,9,5,8,110000,11----,649,11,,,11,,2003
191157,24869,478,103,5,8,210000,21----,7441,21,,,21,,2003
191186,23797,346,23,5,8,220000,22----,7969,22,,,22,,2003
191202,971758,21684,1557,5,8,230000,23----,226730,23,,,23,,2003
191273,401391,10381,486,5,8,310000,31----,97917,31,,,31,,2003
191343,2663,84,11,5,8,321000,321///,627,32,,,32,,2003
191430,5871,144,9,5,8,331000,331///,1485,33,,,33,,2003
191620,664095,11751,983,5,8,420000,42----,168522,42,,,42,,2003
191779,914119,38574,2212,5,8,440000,44----,216842,44,,,44,,2003
191889,40162,2871,201,5,8,451000,451///,9726,45,,,45,,2003
191950,86081,2379,208,5,8,480000,48----,20323,48,,,48,,2003
192012,17586,584,30,5,8,492000,492///,4259,49,,,49,,2003
192027,1498124,23124,531,5,8,510000,51----,382949,51,,,51,,2003
192110,1588071,25846,1822,5,8,520000,52----,421352,52,,,52,,2003
192185,247812,6281,1042,5,8,530000,53----,57697,53,,,53,,2003
192240,1462962,25989,2626,5,8,540000,54----,363678,54,,,54,,2003
192329,477525,7671,173,5,8,550000,55----,122173,55,,,55,,2003
192336,1055797,28510,932,5,8,560000,56----,259395,56,,,56,,2003
192417,92511,3195,207,5,8,610000,61----,24289,61,,,61,,2003
192455,959469,24610,1573,5,8,620000,62----,220273,62,,,62,,2003
192544,167823,3446,203,5,8,710000,71----,33478,71,,,71,,2003
192595,299329,21957,1100,5,8,720000,72----,71747,72,,,72,,2003
192627,303904,12478,1341,5,8,810000,81----,72675,81,,,81,,2003
192720,1327,131,54,5,8,990000,99----,473,99,,,,,2003
192721,56181,2767,492,7,8,000000,------,13491,00,,,00,,2003
192722,0,0,3,7,8,110000,11----,0,11,,,11,,2003
192735,633,20,6,7,8,210000,21----,104,21,,,21,,2003
192750,0,0,2,7,8,220000,22----,0,22,,,22,,2003
192758,7221,295,95,7,8,230000,23----,1730,23,,,23,,2003
192800,944,39,13,7,8,310000,31----,204,31,,,31,,2003
192813,0,0,2,7,8,321000,321///,0,32,,,32,,2003
192832,0,0,1,7,8,332000,332///,0,33,,,33,,2003
192852,743,27,9,7,8,420000,42----,196,42,,,42,,2003
192879,10114,512,86,7,8,440000,44----,2369,44,,,44,,2003
192953,428,34,9,7,8,451000,451///,122,45,,,45,,2003
192989,819,28,7,7,8,480000,48----,195,48,,,48,,2003
193006,0,0,1,7,8,492000,492///,0,49,,,49,,2003
193010,0,0,11,7,8,510000,51----,0,51,,,51,,2003
193042,3446,98,28,7,8,520000,52----,855,52,,,52,,2003
193072,6201,175,41,7,8,530000,53----,1377,53,,,53,,2003
193105,2967,113,34,7,8,540000,54----,639,54,,,54,,2003
193142,0,0,16,7,8,560000,56----,0,56,,,56,,2003
193172,426,72,4,7,8,610000,61----,116,61,,,61,,2003
193185,3690,190,27,7,8,620000,62----,909,62,,,62,,2003
193225,4263,390,14,7,8,710000,71----,1476,71,,,71,,2003
193250,6983,488,57,7,8,720000,72----,1439,72,,,72,,2003
193276,2542,137,37,7,8,810000,81----,600,81,,,81,,2003
193320,0,0,2,7,8,990000,99----,0,99,,,,,2003
193321,11222,578,106,9,8,000000,------,2816,00,,,00,,2003
193322,0,0,2,9,8,110000,11----,0,11,,,11,,2003
193328,0,0,2,9,8,210000,21----,0,21,,,21,,2003
193337,0,0,1,9,8,220000,22----,0,22,,,22,,2003
193342,0,0,12,9,8,230000,23----,0,23,,,23,,2003
193366,0,0,4,9,8,310000,31----,0,31,,,31,,2003
193374,0,0,1,9,8,323000,323///,0,32,,,32,,2003
193378,0,0,1,9,8,337000,337///,0,33,,,33,,2003
193382,0,0,12,9,8,420000,42----,0,42,,,42,,2003
193402,2160,120,19,9,8,440000,44----,705,44,,,44,,2003
193427,0,0,1,9,8,451000,451///,0,45,,,45,,2003
193439,50,3,3,9,8,480000,48----,7,48,,,48,,2003
193449,0,0,2,9,8,510000,51----,0,51,,,51,,2003
193458,1327,53,6,9,8,520000,52----,341,52,,,52,,2003
193472,29,3,4,9,8,530000,53----,7,53,,,53,,2003
193483,101,6,5,9,8,540000,54----,27,54,,,54,,2003
193497,0,0,1,9,8,550000,55----,0,55,,,55,,2003
193502,0,0,1,9,8,560000,56----,0,56,,,56,,2003
193507,0,0,7,9,8,620000,62----,0,62,,,62,,2003
193529,0,0,1,9,8,710000,71----,0,71,,,71,,2003
193534,0,0,7,9,8,720000,72----,0,72,,,72,,2003
193546,432,28,15,9,8,810000,81----,86,81,,,81,,2003
193564,0,0,2,9,8,990000,99----,0,99,,,,,2003
193565,11837,550,75,11,8,000000,------,2705,00,,,00,,2003
193566,0,0,2,11,8,110000,11----,0,11,,,11,,2003
193571,0,0,3,11,8,220000,22----,0,22,,,22,,2003
193576,0,0,6,11,8,230000,23----,0,23,,,23,,2003
193592,0,0,2,11,8,310000,31----,0,31,,,31,,2003
193597,0,0,2,11,8,420000,42----,0,42,,,42,,2003
193606,1568,81,15,11,8,440000,44----,384,44,,,44,,2003
193632,0,0,2,11,8,452000,452///,0,45,,,45,,2003
193644,0,0,4,11,8,480000,48----,0,48,,,48,,2003
193656,1277,43,4,11,8,520000,52----,280,52,,,52,,2003
193665,146,9,4,11,8,530000,53----,20,53,,,53,,2003
193676,0,0,2,11,8,540000,54----,0,54,,,54,,2003
193684,0,0,2,11,8,560000,56----,0,56,,,56,,2003
193693,1308,51,7,11,8,620000,62----,319,62,,,62,,2003
193713,0,0,1,11,8,710000,71----,0,71,,,71,,2003
193718,654,83,10,11,8,720000,72----,145,72,,,72,,2003
193734,288,36,11,11,8,810000,81----,79,81,,,81,,2003
193758,5553592,133553,10680,13,8,000000,------,1359354,00,,,00,,2003
193759,1309,56,18,13,8,110000,11----,298,11,,,11,,2003
193779,7188,148,19,13,8,210000,21----,1491,21,,,21,,2003
193795,19260,297,14,13,8,220000,22----,5557,22,,,22,,2003
193810,214162,5948,915,13,8,230000,23----,51939,23,,,23,,2003
193883,773399,15686,561,13,8,310000,31----,188795,31,,,31,,2003
193957,12890,399,18,13,8,321000,321///,2892,32,,,32,,2003
194055,0,0,1,13,8,331000,331///,0,33,,,33,,2003
194237,467729,6379,501,13,8,420000,42----,116083,42,,,42,,2003
194382,397398,17168,1256,13,8,440000,44----,92709,44,,,44,,2003
194494,20565,1344,127,13,8,451000,451///,4807,45,,,45,,2003
194556,39714,1279,119,13,8,480000,48----,9611,48,,,48,,2003
194612,10577,341,18,13,8,492000,492///,2633,49,,,49,,2003
194625,362278,6573,294,13,8,510000,51----,97911,51,,,51,,2003
194705,237890,4349,649,13,8,520000,52----,60200,52,,,52,,2003
194767,68406,2468,614,13,8,530000,53----,16537,53,,,53,,2003
194821,1719656,25508,2193,13,8,540000,54----,432420,54,,,54,,2003
194910,130642,2108,48,13,8,550000,55----,33165,55,,,55,,2003
194916,215179,7150,517,13,8,560000,56----,45829,56,,,56,,2003
194992,44273,2177,203,13,8,610000,61----,10399,61,,,61,,2003
195030,503656,14159,999,13,8,620000,62----,111818,62,,,62,,2003
195119,32268,2469,177,13,8,710000,71----,7798,71,,,71,,2003
195171,182224,13780,744,13,8,720000,72----,43515,72,,,72,,2003
195205,136533,5828,820,13,8,810000,81----,33128,81,,,81,,2003
195295,428,23,19,13,8,990000,99----,151,99,,,,,2003
195296,1298698,25279,1399,14,8,000000,------,334835,00,,,00,,2003
195297,0,0,2,14,8,110000,11----,0,11,,,11,,2003
195302,50952,1488,141,14,8,230000,23----,12215,23,,,23,,2003
195364,252883,4612,77,14,8,310000,31----,61714,31,,,31,,2003
195385,0,0,1,14,8,322000,322///,0,32,,,32,,2003
195415,7493,205,22,14,8,332000,332///,1651,33,,,33,,2003
195501,16893,444,82,14,8,420000,42----,4830,42,,,42,,2003
195600,87994,3844,223,14,8,440000,44----,20818,44,,,44,,2003
195693,4359,286,22,14,8,451000,451///,1072,45,,,45,,2003
195741,2349,104,15,14,8,480000,48----,620,48,,,48,,2003
195771,0,0,1,14,8,492000,492///,0,49,,,49,,2003
195775,434041,4415,53,14,8,510000,51----,113653,51,,,51,,2003
195828,18002,391,90,14,8,520000,52----,4345,52,,,52,,2003
195872,9423,293,70,14,8,530000,53----,2179,53,,,53,,2003
195907,117353,1574,210,14,8,540000,54----,31763,54,,,54,,2003
195970,150800,2103,10,14,8,550000,55----,46008,55,,,55,,2003
195977,39881,1283,74,14,8,560000,56----,9867,56,,,56,,2003
196038,11128,430,24,14,8,610000,61----,2659,61,,,61,,2003
196061,27360,841,93,14,8,620000,62----,6155,62,,,62,,2003
196105,2407,96,16,14,8,710000,71----,317,71,,,71,,2003
196127,36950,2415,103,14,8,720000,72----,8902,72,,,72,,2003
196148,40154,940,112,14,8,810000,81----,8767,81,,,81,,2003
196216,0,0,4,14,8,990000,99----,0,99,,,,,2003
196217,106173,4919,832,15,8,000000,------,23968,00,,,00,,2003
196218,0,0,3,15,8,110000,11----,0,11,,,11,,2003
196227,0,0,4,15,8,210000,21----,0,21,,,21,,2003
196238,2425,43,3,15,8,220000,22----,550,22,,,22,,2003
196246,13400,495,147,15,8,230000,23----,2488,23,,,23,,2003
196307,3369,169,33,15,8,310000,31----,729,31,,,31,,2003
196327,302,12,4,15,8,321000,321///,29,32,,,32,,2003
196359,0,0,1,15,8,331000,331///,0,33,,,33,,2003
196393,2053,93,23,15,8,420000,42----,510,42,,,42,,2003
196448,21087,934,124,15,8,440000,44----,4824,44,,,44,,2003
196522,369,21,10,15,8,451000,451///,73,45,,,45,,2003
196565,1541,36,15,15,8,480000,48----,305,48,,,48,,2003
196591,0,0,2,15,8,492000,492///,0,49,,,49,,2003
196595,4409,93,16,15,8,510000,51----,1337,51,,,51,,2003
196627,9311,261,35,15,8,520000,52----,2192,52,,,52,,2003
196662,2946,157,68,15,8,530000,53----,680,53,,,53,,2003
196699,5598,200,86,15,8,540000,54----,1182,54,,,54,,2003
196745,2311,120,27,15,8,560000,56----,538,56,,,56,,2003
196782,289,24,4,15,8,610000,61----,84,61,,,61,,2003
196793,15797,558,55,15,8,620000,62----,3712,62,,,62,,2003
196846,4680,401,32,15,8,710000,71----,1247,71,,,71,,2003
196873,11597,1048,97,15,8,720000,72----,2457,72,,,72,,2003
196899,3487,236,58,15,8,810000,81----,788,81,,,81,,2003
196948,0,0,2,15,8,990000,99----,0,99,,,,,2003
196949,10572,406,61,17,8,000000,------,2757,00,,,00,,2003
196950,0,0,2,17,8,110000,11----,0,11,,,11,,2003
196956,2247,56,5,17,8,210000,21----,542,21,,,21,,2003
196966,0,0,1,17,8,220000,22----,0,22,,,22,,2003
196971,0,0,6,17,8,230000,23----,0,23,,,23,,2003
196988,0,0,2,17,8,310000,31----,0,31,,,31,,2003
196989,0,0,2,17,8,333000,333///,0,33,,,33,,2003
196996,1219,37,4,17,8,420000,42----,300,42,,,42,,2003
197010,995,62,12,17,8,440000,44----,228,44,,,44,,2003
197038,0,0,1,17,8,452000,452///,0,45,,,45,,2003
197046,394,15,5,17,8,480000,48----,100,48,,,48,,2003
197054,0,0,1,17,8,493000,493///,0,49,,,49,,2003
197058,0,0,1,17,8,510000,51----,0,51,,,51,,2003
197063,1942,57,4,17,8,520000,52----,600,52,,,52,,2003
197075,0,0,1,17,8,530000,53----,0,53,,,53,,2003
197080,0,0,3,17,8,540000,54----,0,54,,,54,,2003
197091,0,0,2,17,8,560000,56----,0,56,,,56,,2003
197100,0,0,2,17,8,620000,62----,0,62,,,62,,2003
197109,70,14,3,17,8,720000,72----,14,72,,,72,,2003
197114,189,13,8,17,8,810000,81----,46,81,,,81,,2003
197132,59534,2372,345,19,8,000000,------,15152,00,,,00,,2003
197133,0,0,4,19,8,210000,21----,0,21,,,21,,2003
197143,0,0,4,19,8,220000,22----,0,22,,,22,,2003
197151,4086,126,55,19,8,230000,23----,669,23,,,23,,2003
197196,1487,67,15,19,8,310000,31----,364,31,,,31,,2003
197211,0,0,1,19,8,323000,323///,0,32,,,32,,2003
197230,0,0,2,19,8,332000,332///,0,33,,,33,,2003
197250,0,0,14,19,8,420000,42----,0,42,,,42,,2003
197289,4545,234,49,19,8,440000,44----,1041,44,,,44,,2003
197332,0,0,2,19,8,451000,451///,0,45,,,45,,2003
197358,3755,61,9,19,8,480000,48----,892,48,,,48,,2003
197376,0,0,1,19,8,493000,493///,0,49,,,49,,2003
197380,426,15,8,19,8,510000,51----,120,51,,,51,,2003
197400,1355,51,12,19,8,520000,52----,287,52,,,52,,2003
197421,946,93,18,19,8,530000,53----,286,53,,,53,,2003
197448,3380,89,50,19,8,540000,54----,694,54,,,54,,2003
197485,0,0,12,19,8,560000,56----,0,56,,,56,,2003
197511,237,15,3,19,8,610000,61----,74,61,,,61,,2003
197519,2068,103,19,19,8,620000,62----,558,62,,,62,,2003
197553,5251,509,8,19,8,710000,71----,1833,71,,,71,,2003
197566,6245,464,42,19,8,720000,72----,1628,72,,,72,,2003
197585,852,56,21,19,8,810000,81----,173,81,,,81,,2003
197635,0,0,2,19,8,990000,99----,0,99,,,,,2003
197636,14732,713,116,21,8,000000,------,3535,00,,,00,,2003
197637,0,0,1,21,8,110000,11----,0,11,,,11,,2003
197642,0,0,1,21,8,210000,21----,0,21,,,21,,2003
197647,964,54,19,21,8,230000,23----,213,23,,,23,,2003
197679,944,61,10,21,8,310000,31----,213,31,,,31,,2003
197684,0,0,1,21,8,323000,323///,0,32,,,32,,2003
197692,0,0,5,21,8,339000,339///,0,33,,,33,,2003
197698,619,17,6,21,8,420000,42----,114,42,,,42,,2003
197718,2541,148,15,21,8,440000,44----,642,44,,,44,,2003
197741,0,0,1,21,8,451000,451///,0,45,,,45,,2003
197753,1208,50,11,21,8,480000,48----,297,48,,,48,,2003
197776,0,0,1,21,8,510000,51----,0,51,,,51,,2003
197781,0,0,4,21,8,520000,52----,0,52,,,52,,2003
197792,63,7,3,21,8,530000,53----,13,53,,,53,,2003
197804,0,0,4,21,8,540000,54----,0,54,,,54,,2003
197818,0,0,2,21,8,560000,56----,0,56,,,56,,2003
197827,5470,236,12,21,8,620000,62----,1378,62,,,62,,2003
197854,791,54,17,21,8,720000,72----,102,72,,,72,,2003
197882,186,16,10,21,8,810000,81----,43,81,,,81,,2003
197899,4324,241,48,23,8,000000,------,953,00,,,00,,2003
197900,0,0,1,23,8,110000,11----,0,11,,,11,,2003
197905,687,25,8,23,8,230000,23----,163,23,,,23,,2003
197919,0,0,1,23,8,310000,31----,0,31,,,31,,2003
197920,0,0,1,23,8,327000,327///,0,32,,,32,,2003
197924,0,0,1,23,8,420000,42----,0,42,,,42,,2003
197929,489,40,11,23,8,440000,44----,117,44,,,44,,2003
197946,0,0,2,23,8,454000,454///,0,45,,,45,,2003
197953,0,0,2,23,8,510000,51----,0,51,,,51,,2003
197962,0,0,2,23,8,520000,52----,0,52,,,52,,2003
197971,0,0,1,23,8,530000,53----,0,53,,,53,,2003
197976,62,3,4,23,8,540000,54----,10,54,,,54,,2003
197986,0,0,2,23,8,560000,56----,0,56,,,56,,2003
197995,765,47,7,23,8,620000,62----,200,62,,,62,,2003
198012,187,30,6,23,8,720000,72----,35,72,,,72,,2003
198024,0,0,2,23,8,810000,81----,0,81,,,81,,2003
198032,6250,262,45,25,8,000000,------,2120,00,,,00,,2003
198033,315,14,3,25,8,220000,22----,70,22,,,22,,2003
198038,0,0,3,25,8,230000,23----,0,23,,,23,,2003
198051,0,0,2,25,8,310000,31----,0,31,,,31,,2003
198052,0,0,1,25,8,321000,321///,0,32,,,32,,2003
198056,0,0,1,25,8,337000,337///,0,33,,,33,,2003
198060,1334,70,10,25,8,440000,44----,341,44,,,44,,2003
198088,53,5,3,25,8,480000,48----,17,48,,,48,,2003
198096,1515,38,5,25,8,520000,52----,266,52,,,52,,2003
198105,0,0,2,25,8,530000,53----,0,53,,,53,,2003
198114,0,0,2,25,8,540000,54----,0,54,,,54,,2003
198122,0,0,1,25,8,560000,56----,0,56,,,56,,2003
198127,0,0,4,25,8,620000,62----,0,62,,,62,,2003
198143,66,14,4,25,8,720000,72----,12,72,,,72,,2003
198151,87,11,6,25,8,810000,81----,29,81,,,81,,2003
198160,14050,728,148,27,8,000000,------,3235,00,,,00,,2003
198161,0,0,3,27,8,110000,11----,0,11,,,11,,2003
198173,3686,180,35,27,8,230000,23----,1023,23,,,23,,2003
198219,0,0,3,27,8,310000,31----,0,31,,,31,,2003
198224,0,0,1,27,8,327000,327///,0,32,,,32,,2003
198228,0,0,1,27,8,337000,337///,0,33,,,33,,2003
198232,352,24,4,27,8,420000,42----,99,42,,,42,,2003
198245,2365,136,21,27,8,440000,44----,596,44,,,44,,2003
198269,0,0,8,27,8,453000,453///,0,45,,,45,,2003
198288,63,5,3,27,8,480000,48----,16,48,,,48,,2003
198296,0,0,5,27,8,510000,51----,0,51,,,51,,2003
198315,1216,37,6,27,8,520000,52----,285,52,,,52,,2003
198333,713,40,14,27,8,530000,53----,178,53,,,53,,2003
198347,1557,10,10,27,8,540000,54----,171,54,,,54,,2003
198364,0,0,2,27,8,560000,56----,0,56,,,56,,2003
198373,0,0,2,27,8,610000,61----,0,61,,,61,,2003
198381,240,17,4,27,8,620000,62----,47,62,,,62,,2003
198394,138,3,5,27,8,710000,71----,15,71,,,71,,2003
198401,1639,168,18,27,8,720000,72----,348,72,,,72,,2003
198417,708,43,13,27,8,810000,81----,141,81,,,81,,2003
198440,134608,6069,790,29,8,000000,------,32949,00,,,00,,2003
198441,0,0,7,29,8,110000,11----,0,11,,,11,,2003
198451,0,0,2,29,8,210000,21----,0,21,,,21,,2003
198460,2898,74,17,29,8,220000,22----,680,22,,,22,,2003
198473,8172,407,120,29,8,230000,23----,2018,23,,,23,,2003
198534,14496,505,41,29,8,310000,31----,3330,31,,,31,,2003
198553,1972,80,5,29,8,321000,321///,420,32,,,32,,2003
198582,0,0,2,29,8,331000,331///,0,33,,,33,,2003
198633,4677,203,19,29,8,420000,42----,1098,42,,,42,,2003
198679,20148,1035,135,29,8,440000,44----,4839,44,,,44,,2003
198764,284,20,5,29,8,451000,451///,74,45,,,45,,2003
198800,1796,97,17,29,8,480000,48----,403,48,,,48,,2003
198828,0,0,1,29,8,492000,492///,0,49,,,49,,2003
198836,3052,138,17,29,8,510000,51----,708,51,,,51,,2003
198869,9117,292,48,29,8,520000,52----,2252,52,,,52,,2003
198904,1938,80,33,29,8,530000,53----,390,53,,,53,,2003
198937,4556,244,67,29,8,540000,54----,1025,54,,,54,,2003
198984,0,0,1,29,8,550000,55----,0,55,,,55,,2003
198989,5732,354,21,29,8,560000,56----,1381,56,,,56,,2003
199027,0,0,3,29,8,610000,61----,0,61,,,61,,2003
199038,26942,1213,78,29,8,620000,62----,6354,62,,,62,,2003
199093,0,0,11,29,8,710000,71----,0,71,,,71,,2003
199109,6683,730,79,29,8,720000,72----,1501,72,,,72,,2003
199136,6565,342,73,29,8,810000,81----,2447,81,,,81,,2003
199196,0,0,1,29,8,990000,99----,0,99,,,,,2003
199197,16247129,383623,21690,31,8,000000,------,4058499,00,,,00,,2003
199198,0,0,5,31,8,110000,11----,0,11,,,11,,2003
199210,317392,2987,235,31,8,210000,21----,77780,21,,,21,,2003
199234,159189,2715,43,31,8,220000,22----,47129,22,,,22,,2003
199250,728314,16941,1309,31,8,230000,23----,172884,23,,,23,,2003
199323,738544,20240,859,31,8,310000,31----,175996,31,,,31,,2003
199430,16698,465,22,31,8,321000,321///,3941,32,,,32,,2003
199564,10399,342,9,31,8,331000,331///,2563,33,,,33,,2003
199781,1324103,27771,1589,31,8,420000,42----,329535,42,,,42,,2003
199944,726213,28883,2269,31,8,440000,44----,176428,44,,,44,,2003
200054,31134,1836,124,31,8,451000,451///,7686,45,,,45,,2003
200116,867585,21560,423,31,8,480000,48----,224955,48,,,48,,2003
200195,29157,1194,52,31,8,492000,492///,7324,49,,,49,,2003
200212,1468532,24654,653,31,8,510000,51----,388338,51,,,51,,2003
200298,1921319,25980,1691,31,8,520000,52----,542681,52,,,52,,2003
200377,452135,12217,1342,31,8,530000,53----,111433,53,,,53,,2003
200432,2128397,33564,3708,31,8,540000,54----,482717,54,,,54,,2003
200523,822680,11272,225,31,8,550000,55----,224144,55,,,55,,2003
200530,939767,32978,1067,31,8,560000,56----,231007,56,,,56,,2003
200613,289055,10560,313,31,8,610000,61----,70925,61,,,61,,2003
200651,2010572,51410,1937,31,8,620000,62----,477531,62,,,62,,2003
200743,358665,6366,268,31,8,710000,71----,83697,71,,,71,,2003
200803,519897,35235,1636,31,8,720000,72----,127474,72,,,72,,2003
200835,472682,18205,2071,31,8,810000,81----,113437,81,,,81,,2003
200929,0,0,47,31,8,990000,99----,0,99,,,,,2003
200930,3849,205,46,33,8,000000,------,917,00,,,00,,2003
200931,0,0,1,33,8,110000,11----,0,11,,,11,,2003
200936,0,0,2,33,8,210000,21----,0,21,,,21,,2003
200945,0,0,11,33,8,230000,23----,0,23,,,23,,2003
200970,254,10,3,33,8,310000,31----,51,31,,,31,,2003
200971,0,0,2,33,8,332000,332///,0,33,,,33,,2003
200982,678,34,6,33,8,420000,42----,142,42,,,42,,2003
200994,710,62,8,33,8,440000,44----,177,44,,,44,,2003
201013,0,0,1,33,8,454000,454///,0,45,,,45,,2003
201017,0,0,2,33,8,480000,48----,0,48,,,48,,2003
201026,0,0,1,33,8,510000,51----,0,51,,,51,,2003
201031,0,0,1,33,8,520000,52----,0,52,,,52,,2003
201036,0,0,2,33,8,540000,54----,0,54,,,54,,2003
201044,0,0,1,33,8,560000,56----,0,56,,,56,,2003
201049,0,0,1,33,8,620000,62----,0,62,,,62,,2003
201054,632,30,5,33,8,720000,72----,140,72,,,72,,2003
201063,0,0,1,33,8,810000,81----,0,81,,,81,,2003
201068,0,0,1,33,8,990000,99----,0,99,,,,,2003
201069,2009895,55490,5535,35,8,000000,------,527502,00,,,00,,2003
201070,0,0,12,35,8,110000,11----,0,11,,,11,,2003
201078,12258,102,25,35,8,210000,21----,2836,21,,,21,,2003
201094,9088,157,8,35,8,220000,22----,2289,22,,,22,,2003
201105,275626,6646,852,35,8,230000,23----,60122,23,,,23,,2003
201178,57359,1267,100,35,8,310000,31----,11395,31,,,31,,2003
201205,0,0,5,35,8,321000,321///,0,32,,,32,,2003
201260,0,0,1,35,8,331000,331///,0,33,,,33,,2003
201347,184080,3154,318,35,8,420000,42----,50831,42,,,42,,2003
201478,239526,10367,649,35,8,440000,44----,55793,44,,,44,,2003
201583,10237,533,50,35,8,451000,451///,3459,45,,,45,,2003
201644,19177,595,58,35,8,480000,48----,4638,48,,,48,,2003
201692,0,0,6,35,8,492000,492///,0,49,,,49,,2003
201705,245116,4826,138,35,8,510000,51----,86041,51,,,51,,2003
201781,123700,2269,459,35,8,520000,52----,31251,52,,,52,,2003
201844,34802,1026,361,35,8,530000,53----,7212,53,,,53,,2003
201896,345685,6437,997,35,8,540000,54----,108177,54,,,54,,2003
201987,63267,619,27,35,8,550000,55----,16109,55,,,55,,2003
201993,120977,4064,293,35,8,560000,56----,26717,56,,,56,,2003
202069,13850,595,84,35,8,610000,61----,3373,61,,,61,,2003
202100,96501,3172,346,35,8,620000,62----,22495,62,,,62,,2003
202172,31286,1520,66,35,8,710000,71----,6344,71,,,71,,2003
202208,78273,6035,316,35,8,720000,72----,18045,72,,,72,,2003
202238,57092,2559,409,35,8,810000,81----,13275,81,,,81,,2003
202322,0,0,17,35,8,990000,99----,0,99,,,,,2003
202323,842631,28785,3069,37,8,000000,------,215481,00,,,00,,2003
202324,0,0,4,37,8,110000,11----,0,11,,,11,,2003
202329,0,0,2,37,8,210000,21----,0,21,,,21,,2003
202336,2829,50,7,37,8,220000,22----,711,22,,,22,,2003
202349,157906,3613,760,37,8,230000,23----,34409,23,,,23,,2003
202418,33058,774,53,37,8,310000,31----,7365,31,,,31,,2003
202437,0,0,4,37,8,321000,321///,0,32,,,32,,2003
202466,0,0,5,37,8,332000,332///,0,33,,,33,,2003
202505,14602,346,92,37,8,420000,42----,3484,42,,,42,,2003
202598,82069,3348,449,37,8,440000,44----,21595,44,,,44,,2003
202700,9418,656,83,37,8,451000,451///,3216,45,,,45,,2003
202750,16663,901,61,37,8,480000,48----,5861,48,,,48,,2003
202793,2304,57,6,37,8,492000,492///,418,49,,,49,,2003
202806,17949,494,39,37,8,510000,51----,4320,51,,,51,,2003
202868,32012,605,109,37,8,520000,52----,8393,52,,,52,,2003
202910,54075,1665,290,37,8,530000,53----,14054,53,,,53,,2003
202955,63008,1350,356,37,8,540000,54----,14858,54,,,54,,2003
203029,70456,1528,14,37,8,550000,55----,17159,55,,,55,,2003
203036,31053,961,187,37,8,560000,56----,5903,56,,,56,,2003
