FNAME,AUDIT_YEAR,dist_clust,pcap,pcrev,vac_rate,intensity_stock,prop_ratio,pcintgov,pop_growth,gsp,EXP_TOTAL,cty_exp_prop,SL_EXP_TOTAL,SL_pop_growth,SL_vac_rate,exp_intensity,dist_clust_bf,dist_clust_pca,pcap_q,dc_diff,dc_diff_bf,dc_diff_pca
Summit,2005,0.28702648912675277,17227.578434580286,1817.709681998555,64.03,0.45358414007064096,1.4011748860588331,227.1814930281396,0.0023321065481178853,217329,60858570.43010753,0.3967536438180397,280611906.8074756,0.002718901575554174,19.656666666666663,27604482.33446886,0.15453714820874576,0.10411204663311233,5,0.008429126447683677,0.011619228165438561,-0.004722332920168909
Summit,2006,0.29545561557443645,18595.229580889718,2021.7317436938479,63.76,0.3894766848639244,1.552528546693913,309.4933395977652,0.0166139528120115,223154,62176480.86309524,0.4063050010915973,288021120.57539684,0.029582325771629798,19.556666666666665,24216289.64306357,0.16615637637418432,0.09938971371294342,5,-0.05753492282222519,-0.02551746412744249,0.016172145312877764
Summit,2007,0.23792069275221125,18614.029569046867,1921.707625531981,63.43,0.5627715054748765,1.542398265292258,263.1729836737624,0.023136890287512424,228087,57957675.46309696,0.3784849697728687,304383781.65219486,0.006743155280385771,20.136666666666663,32616928.274191387,0.14063891224674183,0.11556185902582118,5,-0.007816783249642079,0.006352529658055328,-0.003917893327376867
Summit,2008,0.23010390950256918,19281.428372546292,1990.1401442056347,63.14,0.5217982643360733,1.6595179509907825,301.4207178416242,0.004229142637447225,230987,58627428.92243382,0.3867499017451895,340422694.0838365,0.012508279933124183,19.84833333333333,30591690.654212475,0.14699144190479715,0.11164396569844431,5,0.011091363537119703,-0.011211380546137184,0.023730367678828357
Summit,2009,0.24119527303968888,18420.58093078501,2009.4629449663464,63.02,0.6961063218934676,1.7911018043079567,375.47061152503335,-0.03302937491298896,225984,56406740.0,0.3608411712374861,349874899.33333325,-0.017564645852629457,19.685,39265088.31140113,0.13578006135865997,0.13537433337727267,5,,,
Teller,1993,0.21681274318298643,4292.593392355861,946.3654669636473,28.1,0.0,0.5989613307348789,468.10887736399565,0.0402845376263572,103457,13313703.269896194,0.2432786409452407,39424492.23232822,0.031973805455317264,19.214285714285715,0.0,0.17349272584243053,0.22453711789407516,2,0.0007549100025254218,-0.0003807576814134628,-0.00855723926625862
Teller,1994,0.21756765318551186,3927.695849667103,926.4570949962176,24.4,0.0,0.6456556315331461,432.1049929752513,0.15676959619952502,110529,14268870.000000002,0.25027524333216555,38938546.84210526,0.02437835034169817,17.7,0.0,0.17311196816101707,0.21597987862781654,2,-0.004178570432151391,-0.006822565553869259,0.0038484529768874065
Teller,1995,0.21338908275336047,4304.567943849959,881.0101249640999,20.7,0.08056278660192934,0.6004422103571005,436.93016612805184,0.08157550868023145,116821,14652554.114173228,0.2483749260397381,40290582.56749156,0.025619552351727394,16.61428571428571,1180450.5902733596,0.1662894026071478,0.21982833160470394,2,0.02818511626545825,0.03483228234134675,-0.011131250406943655
Teller,1996,0.2415741990188187,4498.419501741227,860.2923401894835,18.3,0.09577721391052764,0.6383768591347637,418.1939858396944,0.07381198941433675,123144,15722245.736137666,0.2587937405205432,42078040.99972684,0.015364772534365015,17.37142857142857,1505832.8930239384,0.20112168494849456,0.2086970811977603,2,0.017196701504245182,0.025158549652730205,-0.005885083603205915
Teller,1997,0.2587709005230639,4875.804505229284,822.0708481515178,18.4,0.0,0.6549091889002723,367.943558225126,0.0655237074738817,157345,15702640.224299066,0.2501922405349006,40401186.3070761,0.01971752535182463,18.4,0.0,0.22628023460122476,0.20281199759455437,3,-0.019029773772108682,-0.019571392938053322,-0.01630625533320615
Teller,1998,0.2397411267509552,4983.481083175895,852.0053249679254,18.6,0.0,0.6838118325912899,365.9682267254991,0.03796259050683837,166949,17675690.898773007,0.26556232823899245,40848493.049079746,0.02481143179644226,19.31428571428571,0.0,0.20670884166317144,0.18650574226134822,3,-0.03719803133685751,-0.040362301716379584,-0.0262330226209615
Teller,1999,0.2025430954140977,5417.7815331174015,817.2727992760266,18.6,0.0,0.7557677708065106,381.6612589268914,0.03197209707891302,179848,19666605.027010806,0.2818446933353015,41908402.10898645,0.013280358064924256,20.22857142857143,0.0,0.16634653994679185,0.16027271964038672,3,0.06429731225046059,0.07291091721972406,0.03648813754368041
Teller,2000,0.2668404076645583,6271.564096326928,859.498591354715,23.01,0.0,0.7628876580547032,374.49512525670485,-0.035112425479979385,195300,17172953.458188154,0.23846537975887774,45696492.58959681,1.85090237462774e-05,17.18142857142857,0.0,0.23925745716651592,0.19676085718406713,3,-0.014395858930802419,-0.002775735221088066,-0.017663248427339462
Teller,2001,0.2524445487337559,6095.5238924268115,889.4236069236719,22.74,0.0,0.7211570797396831,416.15287863598184,0.061882753587934713,201831,19805883.540372673,0.2661981116718216,44717460.03992901,0.015188825884578924,16.747142857142855,0.0,0.23648172194542785,0.17909760875672767,3,0.0034495071874622307,0.000377306509945885,0.0025472900278542543
Teller,2002,0.2558940559212181,5989.949063125339,936.3980332695493,22.96,0.0,0.7660611272605068,439.7509494794422,0.007376185458377148,204515,20880907.295719843,0.2692315556443802,48952532.51568332,0.009152618134686088,16.96142857142857,0.0,0.23685902845537374,0.18164489878458193,3,0.032094282253585404,0.020524166162581153,0.01965631630695558
