,NAME_x,AUDIT_YEAR,LGTYPE_ID,LG_ID,REV_TOTAL,REV_TOTAL_TAX,REV_PROPERTY_TAX,REV_SO_TAX,REV_SALES_USE_TAX,REV_OCCUPATION_TAX,REV_FRANCHISE_TAX,REV_OTHER_TAX,REV_LODGING_TAX,REV_REAL_ESTATE_TRANSFER_TAX,REV_UNCLASS_TAX,REV_LICENSES,REV_CHARGES,REV_FINES,REV_TRANSFER_IN,REV_INTGOVT,REV_HUT,REV_CIGARETTE_TAX,REV_MOTOR_VEH_FEE,REV_CTF,REV_SOCIAL_SERVICE,ALL_OTHER_INTGOVT,REV_MISC,REV_INTEREST,EXP_TOTAL,EXP_TOTAL_OPERATING,EXP_GEN_GOVT,EXP_JUDICIAL,EXP_TOTAL_PUBLIC_SAFETY,EXP_POLICE,EXP_FIRE,EXP_OTHER_PUBLIC_SAFETY,EXP_TOTAL_PUBLIC_WORKS,EXP_STREET,EXP_TRASH,EXP_OTHER_PUBLIC_WORKS,EXP_HEALTH,EXP_RECREATION,EXP_SOCIAL_SERVICE,EXP_MISC,EXP_TRANSFER_OUT,EXP_CAPITAL_OUTLAY,EXP_DEBT_SERVICE_GEN,EXP_PRINCIPAL_GEN,EXP_INTEREST_GEN,GO_DEBT_GEN,REVENUE_DEBT_GEN,OTHER_DEBT_GEN,ASSETS,LIABILITIES,POPULATION,RETAIL_SALES,ST_SALES_TAX_PAID,SALES_TAX_RATE,DFL,CTY_POP,LGID,FNAME,ALAND,AWATER,CBSAFP,CLASSFP,COUNTYFP,COUNTYNS,CSAFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,METDIVFP,MTFCC,NAME_y,NAMELSAD,STATEFP,sorting_id
0,Adams County,1975,1,3990.9758364312274,110132194.23791823,36796318.7732342,32885082.71375465,3583106.8773234207,0.0,0.0,0.0,328129.1821561339,0.0,0.0,0.0,653467.4721189592,5426690.5204460975,0.0,0.0,63826907.06319703,4274052.044609666,1267463.7546468403,934550.1858736061,0.0,43746836.431226775,13604004.646840151,3428810.4089219337,1849468.4386617104,111490162.63940522,100557839.21933086,18605283.45724907,2965522.304832714,9603460.037174722,7683326.20817844,0.0,1920133.8289962828,6446960.9665427515,6412274.163568774,13555.762081784389,21131.040892193312,3845849.4423791827,5880409.851301116,52989075.27881042,221277.8810408922,2179288.1040892196,8753035.315985132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864698.1412639406,4558850.631970261,81121515.78066915,0.0,1.0,216880,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
1,Adams County,1976,1,3773.541300527241,123562178.38312832,47573385.76449913,42537724.95606328,4735586.994727593,0.0,0.0,0.0,300073.81370826013,0.0,0.0,0.0,753954.3057996486,5870665.202108963,0.0,0.0,65128457.820738144,3943181.019332162,1294162.565905097,431638.8400702988,0.0,42656849.736379616,16802625.659050968,4235715.289982426,2519703.980667839,117596891.91564149,103578996.48506153,19269187.170474518,3399579.9648506157,10583633.567662567,8369646.748681899,0.0,2213986.818980668,8720989.455184536,8692339.191564148,0.0,28650.263620386646,4064944.6397188054,5690093.145869948,51789875.21968366,60693.32161687171,1729948.1546572938,12287947.275922673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839675.1405975396,4857320.456942004,90557632.61862919,0.0,1.0,222739,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
2,Adams County,1977,1,3543.1435643564355,124968549.50495048,48133304.45544554,43899230.198019795,4122222.772277227,0.0,0.0,0.0,111851.48514851484,0.0,0.0,0.0,731282.1782178218,6997797.02970297,0.0,0.0,65674519.80198019,4113019.8019801974,1287353.9603960395,905076.7326732673,0.0,42284816.83168317,17084252.475247525,3431646.0396039602,2322486.3613861385,124429821.78217821,112422069.30693068,17833940.594059404,3668091.5841584154,10731017.326732673,9610024.752475247,0.0,1120992.5742574257,8562301.980198018,8531861.386138612,0.0,30440.59405940594,4803596.534653465,6892316.831683167,51142321.782178216,8788482.673267325,2201633.6633663364,9806118.811881186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800428.3415841584,5362043.391089109,100093996.83168316,0.0,1.0,226135,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
3,Adams County,1978,1,3293.16717791411,144168345.09202453,50945394.9386503,45667444.78527607,5126615.797546012,0.0,0.0,0.0,151334.35582822084,0.0,0.0,0.0,674095.8588957055,7371299.079754601,0.0,0.0,81190881.9018405,4276511.503067484,1117242.3312883435,1077105.828220859,0.0,42251894.17177914,32468128.067484662,3986673.3128834353,3164233.5966257667,136866133.43558282,130944354.29447852,17648546.779141102,4348230.828220859,10738488.496932516,9638682.515337422,0.0,1099805.981595092,11027010.736196319,10997072.852760736,0.0,29937.883435582822,4705182.515337423,5929016.871165644,50827946.3190184,25719931.748466257,2145657.975460123,3776121.1656441716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788366.4570552147,6067945.099693252,118248612.51533742,0.0,1.0,239634,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
4,Adams County,1979,1,2957.5000000000005,130600363.63636366,48466068.18181819,43089977.27272728,5261454.545454546,0.0,0.0,0.0,114636.36363636365,0.0,0.0,0.0,762272.7272727274,6845977.272727273,0.0,0.0,67740636.36363637,4287931.818181818,1164386.3636363638,650295.4545454546,0.0,38533772.727272734,23104250.000000004,6785409.090909092,5161333.863636364,122841136.36363637,117218340.90909092,17425022.72727273,4564477.272727273,10593522.727272728,9615272.727272728,0.0,978250.0000000001,10784977.272727273,10759272.727272728,0.0,25704.545454545456,4577477.272727273,5596500.000000001,48027613.63636364,15648750.000000002,2235113.6363636367,3387681.8181818184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727004.3181818182,6494265.2272727275,127483743.63636366,0.0,1.0,246063,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
5,Adams County,1980,1,2605.7584951456306,129985698.42233008,47380290.6553398,42314810.679611646,4796313.713592232,0.0,0.0,0.0,269166.26213592227,0.0,0.0,0.0,597944.781553398,6056761.529126213,0.0,0.0,69435263.95631067,5310436.8932038825,1083172.9368932038,1081871.3592233008,0.0,39546094.66019417,22413688.106796112,6515437.499999999,5664978.841019417,129453353.15533979,120396455.09708737,18162995.752427183,3885990.2912621354,10892382.888349513,9889647.45145631,0.0,1002735.4368932038,11088660.800970873,11015772.45145631,72888.3495145631,0.0,4340761.529126213,6023180.825242718,49659873.78640776,16342609.22330097,1996880.4611650482,7060017.597087378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640230.4368932038,6223191.662621358,100503641.79611649,0.0,1.0,245944,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
6,Adams County,1981,1,2362.095709570957,126013204.62046203,48536229.37293729,44114320.132013194,4330115.511551155,0.0,0.0,0.0,91793.72937293729,0.0,0.0,0.0,317856.4356435643,6798635.313531352,0.0,0.0,59213562.70627062,4432292.0792079205,817884.4884488448,0.0,0.0,39928620.4620462,14034765.676567655,11146920.792079207,6341988.646864686,126962762.37623762,119770287.12871286,19655184.818481848,3326755.7755775573,11652376.23762376,10581528.05280528,0.0,1070848.1848184818,12986806.930693068,12875427.392739274,111379.53795379537,0.0,3702189.7689768975,6235838.283828382,49543128.71287128,12668006.600660065,1791275.5775577556,5401199.669966997,0.0,0.0,0.0,0.0,0.0,16541513.20132013,0.0,0.0,597086.3531353135,6587870.775577557,105276751.0231023,0.0,1.0,253031,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
7,Adams County,1982,1,2225.020725388601,122993410.88082902,51623370.466321245,47225564.76683938,4397805.699481865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769310.3626943006,6591707.2538860105,0.0,0.0,56046293.78238342,3713406.2176165804,983810.3626943006,0.0,0.0,39454440.93264249,11894636.269430052,7962729.015544042,5915621.03626943,124651173.57512954,113238662.1761658,21997697.409326427,3351756.994818653,11997774.09326425,10941500.518134715,0.0,1056273.5751295337,9288627.979274612,9288627.979274612,0.0,0.0,3690066.8393782387,5929980.31088083,52090824.87046632,4891933.678756477,3033007.7720207255,6023560.103626943,2355943.5233160625,1912939.896373057,443003.6269430052,0.0,0.0,13668651.295336789,0.0,0.0,578229.7616580311,6332417.875647669,98164855.8341969,0.0,1.0,260136,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
8,Adams County,1983,1,2155.768072289157,138776546.68674698,61953888.55421687,49110593.37349398,4778870.4819277115,8025444.277108435,0.0,0.0,38980.42168674699,0.0,0.0,0.0,644146.0843373494,5284754.518072289,0.0,0.0,64867944.27710844,3974710.843373494,1039765.0602409639,0.0,0.0,46539177.71084338,13314290.662650604,6025813.253012048,3698906.054216868,145039688.25301206,127736903.61445783,22965283.132530123,3446429.21686747,14267480.421686748,12907903.614457833,0.0,1359576.8072289156,11935115.963855423,11935115.963855423,0.0,0.0,4507945.783132531,6799606.927710843,58567545.18072289,5247496.987951808,2897688.2530120485,12091899.096385542,2313197.2891566264,1896042.1686746988,417155.1204819277,5114834.337349398,0.0,12186012.048192771,0.0,0.0,575542.6957831326,6600625.873493976,112942674.93975905,1.0768072289156627,1.0,267245,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
9,Adams County,1984,1,2066.5495668912413,178010845.5245428,100150442.25216554,62086292.107795954,5442395.572666025,32621754.571703557,0.0,0.0,0.0,0.0,0.0,0.0,723189.124157844,8165038.498556304,0.0,194887.39172281037,57903851.78055822,4949809.432146294,1111312.3195380173,491347.4494706448,636687.1992300288,40756445.139557265,9958250.240615977,10873436.477382097,9369440.51491819,176686065.4475457,125829746.39076033,27648822.906641,4023887.872954764,15812923.484119345,14278598.171318574,0.0,1534325.31280077,10357315.20692974,10357315.20692974,0.0,0.0,4148169.8748796917,6669731.953801732,53396255.05293551,3772640.038498556,2097103.946102021,45793375.84215592,2965839.26852743,2229437.4398460058,736401.8286814244,12273363.811357073,40277971.81905678,2082239.6535129931,0.0,0.0,548678.2001924927,7212107.281039461,125826864.36958613,2.064485081809432,1.0,265770,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
10,Adams County,1985,1,1995.4879182156137,162259994.20539036,80043125.00464685,58011090.41821562,5333392.987918217,16698641.598513013,0.0,0.0,0.0,0.0,0.0,0.0,709430.841078067,9451081.310408924,0.0,0.0,61888694.23327138,4004671.143122677,898593.526951673,676285.0092936804,485011.21282527887,44006562.83921934,11817570.501858737,10167662.815985132,5380911.914498142,167649884.81877327,136182138.76394054,26014743.401486993,4648970.534386618,18166311.998141266,16857995.56226766,0.0,1308316.435873606,13988579.62360595,13988579.62360595,0.0,0.0,3236968.4665427515,7305513.164498142,58123788.63847584,4697262.936802975,158494.76765799258,16148730.181226768,15160521.105947958,11322629.69330855,3837891.4126394056,10326301.115241637,30477037.137546472,1751023.7035315987,107448137.39776953,18329722.72304833,535779.5353159852,7397090.311338291,115098977.62081786,0.9967472118959109,1.0,268764,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
11,Adams County,1986,1,1959.0739051094893,152329359.14233577,71608734.79927008,65607089.38412409,5607141.555656935,394503.85948905116,0.0,0.0,0.0,0.0,0.0,0.0,794890.8120437957,14171300.652372263,0.0,0.0,56753230.03193431,4667721.5830291975,964884.0191605841,646643.1295620438,424571.04470802925,40688027.46350365,9361382.791970804,9001202.84671533,3529818.6541970805,173187632.70985404,141322135.0729927,29425477.937956207,5605023.955291972,22578199.543795623,21530509.91332117,0.0,1047689.6304744526,12029514.238138687,12029514.238138687,0.0,0.0,3173709.511861314,7795399.7080291975,55119252.796532854,5595557.381386862,3569530.5109489053,3218047.9927007305,25077919.13321168,23150716.875000004,1927202.258211679,8552600.364963504,9736245.027372263,1651493.4306569344,41868951.73357665,12492781.395985402,525765.7253649635,6804816.788321168,103596188.21167885,0.0,1.0,268643,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
12,Adams County,1987,1,1890.0924295774648,159907588.006162,78005143.63996479,72213245.22887324,5592466.28080986,199432.13028169016,0.0,0.0,0.0,0.0,0.0,0.0,663280.8274647888,11624264.815140845,0.0,0.0,57978243.512323946,4555096.320422536,791216.1047535212,595467.860915493,441794.4718309859,42023212.36795775,9571456.386443662,11636655.211267605,6003473.582746479,149469355.2464789,136920011.9762324,26526867.570422538,5290514.102112676,21697388.741197184,21078820.58978873,0.0,618568.1514084507,10487350.616197184,10442977.816901408,0.0,44372.79929577465,3170938.7720070425,7014287.838908451,57926540.704225354,4806123.631161972,6080982.477992957,3360246.3512323946,3108114.4410211267,2407669.977992958,700444.463028169,6627596.830985916,0.0,903938.1205985916,50186733.050176054,10820001.219190141,508536.8265845071,6080015.717429577,88740889.41021127,0.0,1.0,269323,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
13,Adams County,1988,1,1815.0,175134454.1208791,82605692.47252747,76415838.95604396,5639685.494505495,550168.021978022,0.0,0.0,0.0,0.0,0.0,0.0,511119.23076923075,11855632.582417583,0.0,0.0,67963610.6043956,4523157.692307692,591584.8351648352,531203.901098901,392094.3956043956,49125042.03296703,12800527.747252747,12198399.23076923,5289152.967032967,169986289.1208791,154120137.52747253,31913174.01098901,5432401.978021978,23058158.9010989,22463986.648351647,0.0,594172.2527472527,14104524.56043956,14104524.56043956,0.0,0.0,2988157.2527472526,6922749.065934066,63529712.472527474,6171259.285714285,2685097.5824175826,10236625.384615384,2944428.6263736263,1910032.7472527472,1034395.8791208791,4696153.846153846,14487362.637362637,1884258.2967032967,71423704.12087911,14723887.417582417,487781.7032967033,5893544.340659341,84325081.31868131,0.0,1.0,269019,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
14,Adams County,1989,1,1731.5685483870968,179827479.62903225,80858440.68145162,74520875.5766129,5734015.72983871,603549.375,0.0,0.0,0.0,0.0,0.0,0.0,462666.12096774194,12697135.487903226,0.0,0.0,70409716.68145162,4427326.705645162,599119.2580645161,490084.0645161291,303690.48387096776,49625868.91935484,14963627.25,15399520.657258065,7519889.10483871,175006842.95564517,157324512.96774194,30681478.016129036,5569409.4677419355,23566722.326612905,22981107.91935484,0.0,585614.4072580646,17439654.375,17439654.375,0.0,0.0,2552031.0483870967,7526510.927419355,63329990.22580645,6658716.580645162,493803.2177419355,11652947.758064518,5535579.012096775,4166852.782258065,1368726.2298387098,2767741.935483871,12048326.612903226,1116415.4153225806,71313195.87096775,13782609.278225807,461470.80241935485,5894837.10483871,84747818.68548387,0.0,1.0,266771,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
15,Adams County,1990,1,1642.804131599082,180750330.39020658,79995721.90512624,74147263.70313695,5357215.45524101,491242.7467482785,0.0,0.0,0.0,0.0,0.0,0.0,374871.16296863044,13557033.488905892,0.0,0.0,69926153.15990819,6321749.908186687,563810.0497322112,460251.02524866106,350806.79035960214,49553968.88676358,12675566.499617444,16896550.67329763,7346574.123947972,168738460.04208112,157634682.91124713,32453239.48737567,4775367.383320581,24869000.34812548,24220650.711553175,0.0,648349.636572303,14706357.968630452,14706357.968630452,0.0,0.0,2527571.4996174444,6573379.579188982,64236918.947972454,7492847.697016068,4543828.82938026,2456487.807957154,4103460.493496557,3071484.0895179803,1031976.4039785769,1936572.3029839327,9666449.88523336,579274.7283856159,77583232.0351951,11918852.513389442,434970.5508798776,5988004.648048967,86707827.34889059,0.0,1.0,265038,1001,Adams,3024201147.0,41944233.0,19740,H1,001,00198116,216,A,08001,39.8743252,-104.3318718,06,NA,G4020,Adams,Adams County,08,2237
