LG_ID,NAME,AUDIT_YEAR,CM_FUND_TYPE_ID,DESCRIPTION,REV_TOTAL,REV_CHARGES,REV_IMPACT_FEE,REV_INTGOVT,REV_TRANSFER_IN,REV_INTEREST,REV_OTHER,EXP_TOTAL,EXP_OPERATING,EXP_CAPITAL_OUTLAY,EXP_PRINCIPAL,EXP_INTEREST,EXP_TRANSFER_OUT,GO_DEBT,REVENUE_DEBT,OTHER_DEBT,ASSETS,LIABILITIES,DEPRECIATION
20004,"Elizabeth, Town of",1980,1,Water and Sewer,109100,81200,22000,0,0,0,5800,76100,48000,1100,11200,15800,0,0,0,312433,0,0,0
20004,"Elizabeth, Town of",1981,1,Water and Sewer,91500,74200,5000,0,0,0,12300,101000,59300,21100,5000,15600,0,0,0,307000,0,0,0
20004,"Elizabeth, Town of",1982,1,Water and Sewer,120800,93000,16300,0,0,0,11500,432300,72600,329000,5000,25700,0,0,0,527000,0,0,0
20004,"Elizabeth, Town of",1983,1,Water and Sewer,149500,100100,33400,0,8100,0,7900,157700,83200,16900,15000,42600,0,0,0,512000,0,0,0
20004,"Elizabeth, Town of",1984,1,Water and Sewer,147900,98900,25500,19200,0,0,4300,177900,102600,19200,15000,41100,0,0,0,497000,0,0,0
20004,"Elizabeth, Town of",1985,1,Water and Sewer,127522,106521,9962,0,0,0,11039,148193,91897,0,16000,40296,0,0,0,481000,0,0,0
20004,"Elizabeth, Town of",1986,1,Water and Sewer,178202,137447,31350,0,0,0,9405,151820,90930,0,21000,39890,0,0,0,460000,0,0,0
20004,"Elizabeth, Town of",1987,1,Water and Sewer,148135,135622,5700,0,0,0,6813,155751,98270,0,21000,36481,0,0,0,439000,0,0,0
20004,"Elizabeth, Town of",1988,1,Water and Sewer,333166,142648,88550,0,94185,0,7783,148062,84346,8213,21000,34503,0,0,0,418000,0,0,30053
20004,"Elizabeth, Town of",1989,1,Water and Sewer,267879,146300,52150,60000,0,0,9429,305911,83198,167588,22000,33125,0,0,0,396000,0,0,35705
20004,"Elizabeth, Town of",1990,1,Water and Sewer,152336,135262,1875,0,0,0,15199,135541,78303,875,27000,29363,0,0,0,369000,0,0,35600
20004,"Elizabeth, Town of",1991,1,Water and Sewer,167571,146986,8000,0,0,0,12585,195580,86661,47699,32000,29220,0,0,0,337000,0,0,33670
20004,"Elizabeth, Town of",1992,1,Water and Sewer,160015,151947,2625,0,0,0,5443,168073,94156,17391,33000,23526,0,0,0,304000,0,0,42052
20004,"Elizabeth, Town of",1993,1,Water and Sewer,174925,154202,17975,0,0,0,2748,213368,114145,12973,73000,13250,0,0,231000,0,0,0,34214
20004,"Elizabeth, Town of",1994,1,Water and Sewer,266632,158588,103899,0,0,0,4145,169022,135598,13026,8000,12398,0,0,223000,0,0,0,24651
20004,"Elizabeth, Town of",1995,1,Water and Sewer,507423,209214,283124,0,0,0,15085,598070,199580,371362,9000,18128,0,0,714000,0,0,0,44098
20004,"Elizabeth, Town of",1996,1,Water and Sewer,802054,245404,307263,212300,0,0,37087,674247,287068,338693,11656,36830,0,0,702344,0,0,0,64003
20004,"Elizabeth, Town of",1997,1,Water and Sewer,986198,296533,633361,16400,0,0,39904,893667,221418,614275,26113,31861,0,0,676231,0,905424,359062,78321
20004,"Elizabeth, Town of",1998,1,Water and Sewer,836027,321293,456812,0,0,0,57922,970318,244935,621103,49435,54845,0,0,648349,704445,1242824,272936,93863
20004,"Elizabeth, Town of",1999,1,Water and Sewer,437980,384307,775,0,0,0,52898,494903,253493,98489,73641,69280,0,0,619662,659491,1161603,163909,115204
20004,"Elizabeth, Town of",2000,1,Water and Sewer,531164,454662,16075,0,0,0,60427,695655,300243,251991,78057,65364,0,0,589134,611962,1004411,170329,112464
20004,"Elizabeth, Town of",2001,1,Water and Sewer,578480,510629,18875,0,0,0,48976,730947,281594,306480,81660,61213,0,0,154000,965436,870161,183919,117096
20004,"Elizabeth, Town of",2002,1,Water and Sewer,555640,503292,23450,0,0,0,28898,915448,332294,445575,86457,51122,0,0,142000,890979,696736,375286,116449
20004,"Elizabeth, Town of",2003,1,Water and Sewer,401252,374087,20000,0,0,0,7165,520341,380055,0,89498,50788,0,0,130000,813481,364340,169148,138102
20004,"Elizabeth, Town of",2004,1,Water and Sewer,483265,403578,80001,0,0,-314,0,668990,494465,33082,95682,45761,0,0,117000,730799,172644,134921,131014
20004,"Elizabeth, Town of",2005,1,Water and Sewer,958022,800601,45000,107534,0,4887,0,730660,368764,107466,101095,40504,112831,0,104000,642704,405466,151368,135621
20004,"Elizabeth, Town of",2006,1,Water and Sewer,1194607,817681,500,11200,0,16047,349179,1078713,301349,89844,486214,39551,161755,0,0,260490,520022,43978,148174
20004,"Elizabeth, Town of",2007,1,Water and Sewer,941461,805408,111829,0,0,24224,0,772453,413196,186583,0,0,172674,0,0,1310490,1743031,97176,133022
20004,"Elizabeth, Town of",2008,1,Water and Sewer,1138867,765457,352000,0,0,21410,0,2150690,339855,1475505,49204,163987,122139,0,0,6406559,5970783,405592,134746
20004,"Elizabeth, Town of",2009,1,Water and Sewer,1240915,696408,37175,0,502672,4660,0,4178658,561754,3182201,285834,148869,0,0,0,6120725,2999359,978459,153424
10005,"Empire, Town of",1975,1,Water and Sewer,36426,31770,2100,0,0,0,2556,40624,19154,2699,4247,12324,2200,26000,0,207000,0,0,0
10005,"Empire, Town of",1976,1,Water and Sewer,72026,36145,5500,7875,0,0,22506,45912,12656,13666,6000,11390,2200,22000,0,205000,0,0,0
10005,"Empire, Town of",1977,1,Water and Sewer,57017,37564,7800,9072,0,0,2581,38651,14483,2138,6000,11130,4900,18000,0,203000,0,0,0
10005,"Empire, Town of",1978,1,Water and Sewer,48594,39127,6000,175,0,0,3292,52720,26648,7185,6000,10823,2064,14000,0,201000,0,0,0
10005,"Empire, Town of",1979,1,Water and Sewer,53178,46751,100,0,0,0,6327,58908,26976,13036,6000,10457,2439,10000,0,199000,0,0,0
10005,"Empire, Town of",1980,1,Water and Sewer,62822,45465,2659,0,9397,0,5301,49449,21909,9202,8000,10338,0,5000,0,196000,0,0,0
10005,"Empire, Town of",1981,1,Water and Sewer,52372,47911,2300,0,0,0,2161,57189,31031,8440,3000,10000,4718,0,0,196000,0,0,0
10005,"Empire, Town of",1982,1,Water and Sewer,356954,68073,450,250000,30684,0,7747,365437,43878,303146,3000,15413,0,200000,0,193000,0,0,0
10005,"Empire, Town of",1983,2,Water,96032,32920,1500,36745,18009,0,6858,135719,19153,95063,6344,15159,0,195000,0,83776,0,0,0
10005,"Empire, Town of",1983,3,Sewer,37306,36001,0,0,0,0,1305,36294,18394,0,1656,5244,11000,0,0,103224,0,0,0
10005,"Empire, Town of",1984,2,Water,54872,42715,0,0,0,0,12157,70856,23804,0,11340,29149,6563,185000,0,82432,0,0,0
10005,"Empire, Town of",1984,3,Sewer,37625,35948,0,0,0,0,1677,32686,14175,0,1656,5161,11694,0,0,101568,0,0,0
10005,"Empire, Town of",1985,2,Water,115729,41968,1250,57610,6934,0,7967,84806,19158,21577,16344,27727,0,175000,0,81088,0,0,0
10005,"Empire, Town of",1985,3,Sewer,38557,35405,1250,0,0,0,1902,37640,24269,1637,1656,5078,5000,0,0,99912,0,0,0
10005,"Empire, Town of",1986,2,Water,60476,42560,0,0,15477,0,2439,65435,22938,200,16344,25953,0,160000,0,79744,0,0,0
10005,"Empire, Town of",1986,3,Sewer,44715,43106,0,0,0,0,1609,36007,24155,200,1656,4996,5000,0,0,98256,0,0,0
10005,"Empire, Town of",1987,2,Water,46563,40917,0,0,1581,0,4065,69566,25403,1410,21344,21409,0,140000,0,78400,0,0,0
10005,"Empire, Town of",1987,3,Sewer,46226,41004,0,0,1580,0,3642,27474,20905,0,1656,4913,0,0,0,96600,0,0,0
10005,"Empire, Town of",1988,2,Water,79172,40294,0,0,36500,0,2378,65703,23459,0,21344,20900,0,120000,0,77056,0,0,42996
10005,"Empire, Town of",1988,3,Sewer,42223,40795,0,0,0,0,1428,35209,23723,0,1656,4830,5000,0,0,94944,0,0,7410
10005,"Empire, Town of",1989,2,Water,44576,42635,1150,0,0,0,791,70421,17437,4217,26792,16975,5000,95000,0,75264,0,0,40656
10005,"Empire, Town of",1989,3,Sewer,42960,41629,0,0,0,0,1331,59948,31758,8433,2208,4747,12802,0,0,92736,0,0,7004
10005,"Empire, Town of",1990,2,Water,65613,39970,0,0,25165,0,478,143407,19021,0,114393,9993,0,0,0,140871,0,0,39385
10005,"Empire, Town of",1990,3,Sewer,44080,41175,1150,0,0,0,1755,35318,23473,0,2208,4637,5000,0,0,90528,0,0,8885
10005,"Empire, Town of",1991,2,Water,53552,52696,0,0,0,0,856,53770,25579,2111,17336,8244,500,0,0,123535,0,0,39365
10005,"Empire, Town of",1991,3,Sewer,29989,28599,0,0,0,0,1390,55265,39522,1509,2208,4526,7500,0,0,88320,0,0,8839
10005,"Empire, Town of",1992,3,Sewer,63128,51390,1250,3000,6600,0,888,65496,52139,6733,2208,4416,0,0,0,86112,0,0,8708
10005,"Empire, Town of",1992,2,Water,52964,51056,1250,0,0,0,658,60808,13673,16682,18474,6979,5000,0,0,105061,0,0,39787
10005,"Empire, Town of",1993,2,Water,53680,52952,0,0,0,0,728,50050,18623,1119,20496,4812,5000,0,67648,16917,0,0,39902
10005,"Empire, Town of",1993,3,Sewer,56921,51774,0,0,4300,0,847,57141,48938,1137,2760,4306,0,0,83352,0,0,0,9249
10005,"Empire, Town of",1994,2,Water,59501,51694,1250,5500,0,0,1057,49264,15219,5627,19157,4261,5000,0,65408,0,0,0,40665
10005,"Empire, Town of",1994,3,Sewer,56190,51767,1250,2000,0,0,1173,47959,41031,0,2760,4168,0,0,80592,0,0,0,9358
10005,"Empire, Town of",1995,2,Water,52977,51840,0,0,0,0,1137,323533,21182,291832,2240,3279,5000,0,63168,331432,0,0,0
10005,"Empire, Town of",1995,3,Sewer,67551,52009,0,10000,5000,0,542,74657,45193,22663,2760,4041,0,0,77832,17250,0,0,0
10005,"Empire, Town of",1996,2,Water,104190,52617,0,50307,0,0,1266,83361,13654,36552,15318,17837,0,0,60928,318354,0,0,40849
10005,"Empire, Town of",1996,3,Sewer,456784,52900,0,398000,5000,0,884,358019,38626,311079,3559,4755,0,0,75072,16451,0,0,7671
10005,"Empire, Town of",1997,2,Water,59047,57808,0,0,0,0,1239,68138,10099,27998,12902,17139,0,0,58688,307692,54793,18356,49946
10005,"Empire, Town of",1997,3,Sewer,103347,57870,0,42000,3000,0,477,209767,49422,151904,3599,4842,0,0,72312,15612,22263,6560,10373
10005,"Empire, Town of",1998,2,Water,60046,58759,0,0,0,0,1287,55464,25073,0,13838,16553,0,0,56000,296542,58432,16927,60499
10005,"Empire, Town of",1998,3,Sewer,59648,58759,0,0,0,0,889,59219,45643,0,4193,4383,5000,0,69000,14731,28331,7834,10292
10005,"Empire, Town of",1999,2,Water,70003,58695,0,0,10000,0,1308,61835,31470,0,14348,16017,0,0,53312,284882,67760,18620,59679
10005,"Empire, Town of",1999,3,Sewer,59937,59006,0,0,0,0,931,64257,55711,0,4237,4309,0,0,65688,13806,25410,9283,10292
10005,"Empire, Town of",2000,2,Water,79239,61512,6000,0,10000,0,1727,81481,33564,13865,16504,17548,0,0,50624,306066,100305,20669,59559
10005,"Empire, Town of",2000,3,Sewer,59728,58913,0,0,0,0,815,60225,51955,0,4284,3986,0,0,62376,12843,24636,9054,19731
10005,"Empire, Town of",2001,2,Water,125898,61293,54000,0,10000,0,605,211692,21830,156553,17143,16166,0,0,307872,31675,14658,21932,61244
10005,"Empire, Town of",2001,3,Sewer,65539,58954,0,0,6000,0,585,74878,61610,5192,4333,3743,0,0,59064,11813,18342,12703,20100
10005,"Empire, Town of",2002,2,Water,83688,65344,0,0,18000,0,344,82709,26879,22166,18259,15405,0,0,291401,29887,13492,25374,68678
10005,"Empire, Town of",2002,3,Sewer,70958,58512,0,0,12000,0,446,72360,63899,0,4936,3525,0,0,55200,10741,14675,10491,19844
10005,"Empire, Town of",2003,2,Water,74908,61237,0,0,13391,0,280,78187,41936,4251,20380,11620,0,0,274320,26588,14272,38067,68757
10005,"Empire, Town of",2003,3,Sewer,112957,58654,53952,0,0,0,351,114463,51946,54230,4996,3291,0,0,51336,9609,60476,61292,22025
10005,"Empire, Town of",2004,2,Water,74988,66711,0,0,8000,277,0,81566,47864,0,20211,13491,0,0,256152,24545,6668,25914,33699
10005,"Empire, Town of",2004,3,Sewer,112773,63950,0,42506,6000,317,0,69840,58295,2920,5598,3027,0,0,46920,8427,5999,10836,25328
10005,"Empire, Town of",2005,2,Water,103796,95503,0,0,8000,293,0,76188,42159,0,21429,12600,0,0,236868,22400,35335,27853,22216
10005,"Empire, Town of",2005,3,Sewer,99112,92808,0,0,6000,304,0,75928,66973,0,6200,2755,0,0,41952,7195,29603,11318,25678
10005,"Empire, Town of",2006,2,Water,88380,77430,2500,0,8000,450,0,89833,56015,0,22233,11585,0,0,216887,20148,34465,29279,19980
10005,"Empire, Town of",2006,3,Sewer,83888,74869,2500,0,6000,519,0,75966,67260,0,6270,2436,0,0,36984,5893,42594,16452,25151
10005,"Empire, Town of",2007,2,Water,91930,83632,0,0,8000,298,0,99928,66214,0,23076,10638,0,0,196292,17783,26467,30609,19980
10005,"Empire, Town of",2007,3,Sewer,87266,80899,0,0,6000,367,0,91332,75940,6913,6335,2144,0,0,31900,4526,38528,17073,25497
10005,"Empire, Town of",2008,2,Water,111454,101231,0,0,10000,223,0,99981,66020,0,24406,9555,0,0,174253,15300,34507,28750,27761
10005,"Empire, Town of",2008,3,Sewer,119635,111360,0,0,8000,275,0,97748,88965,0,6956,1827,0,0,26496,3090,54614,12145,20830
10005,"Empire, Town of",2009,2,Water,88614,78476,0,0,10000,138,0,94139,59823,0,25776,8540,0,0,151084,12693,38612,47027,27761
10005,"Empire, Town of",2009,3,Sewer,89448,81280,0,0,8000,168,0,96989,87026,0,7579,2384,0,0,20424,1583,47482,14255,20830
03041,"Englewood, City of",1975,2,Water,1135000,1043300,32400,0,0,0,59400,1774400,553600,313500,680000,197200,30100,3790000,0,0,0,0,0
03041,"Englewood, City of",1975,9,Internal Service,944600,920400,0,21000,0,0,3200,933400,876800,56600,0,0,0,0,0,0,0,0,1677721740
03041,"Englewood, City of",1975,3,Sewer,4134200,587500,147600,3213100,0,0,185900,4836800,493000,4041700,130000,87000,85100,0,0,1905000,0,0,0
03041,"Englewood, City of",1976,2,Water,1563500,1400000,65600,0,0,0,97900,1358100,637500,115100,370000,194300,41200,3420000,0,0,0,0,0
03041,"Englewood, City of",1976,9,Internal Service,1303900,1265700,0,0,0,0,38200,1189700,1049600,140100,0,0,0,0,0,0,0,0,1887436940
03041,"Englewood, City of",1976,3,Sewer,5406400,740300,491800,3905000,0,0,269300,6100200,580100,5076300,130000,110200,203600,0,0,1736000,0,0,0
03041,"Englewood, City of",1977,2,Water,1782300,1629200,73800,50300,0,0,28900,1568000,718800,229700,400000,173500,46000,3020000,0,0,0,0,0
03041,"Englewood, City of",1977,3,Sewer,3429000,804600,1586700,943600,0,0,94000,1391700,1088700,42700,145000,91700,23600,0,0,1591000,0,0,0
03041,"Englewood, City of",1977,9,Internal Service,1508900,1451500,0,9100,0,0,48300,1361500,1095400,266100,0,0,0,0,0,0,0,0,1205862540
03041,"Englewood, City of",1978,2,Water,3142100,2599400,83600,12900,0,0,446300,2676100,1018600,737900,410000,439500,70100,8455000,0,0,0,0,0
03041,"Englewood, City of",1978,3,Sewer,2178900,845200,980100,240400,0,0,113200,1999600,1599600,49200,150000,176000,24800,0,0,1441000,0,0,0
03041,"Englewood, City of",1978,9,Internal Service,951500,911800,0,1900,0,0,37800,810900,605400,205500,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1979,2,Water,3218300,2526400,74400,0,0,0,617500,6329700,944600,4309300,545000,462300,68500,7910000,0,0,0,0,0
03041,"Englewood, City of",1979,9,Internal Service,923500,880300,0,0,0,0,43200,878500,584200,294300,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1979,3,Sewer,2806200,909700,1342800,149900,249700,0,154200,2126300,1853800,34200,160000,78300,0,0,0,1281000,0,0,0
03041,"Englewood, City of",1980,2,Water,3013600,2559200,92500,0,0,0,361900,6765800,1068700,4507900,605000,514500,69700,8605000,0,0,0,0,0
03041,"Englewood, City of",1980,9,Internal Service,1151900,1039200,0,0,0,0,112700,1021500,747300,274200,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1980,3,Sewer,2801900,1932300,331700,198700,0,0,339100,3596100,3039300,271200,160000,71000,54600,0,0,1121000,0,0,0
03041,"Englewood, City of",1981,2,Water,3018200,2654400,137800,0,0,0,226100,2881500,1331500,315300,650000,515400,69300,7955000,0,0,0,0,0
03041,"Englewood, City of",1981,3,Sewer,3729300,2208700,936600,261500,0,0,322400,5233300,3186600,1759000,95000,129100,63600,0,0,2776000,0,0,0
03041,"Englewood, City of",1981,9,Internal Service,1362400,1190300,0,0,100000,0,72100,959300,830800,128500,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1982,2,Water,3018900,2677500,116400,10000,20400,0,194500,3229200,1419600,652700,680000,476900,0,7275000,0,0,0,0,0
03041,"Englewood, City of",1982,3,Sewer,3692500,2264900,1059800,11400,0,0,356300,3772400,2384000,903600,165000,252000,67800,0,0,2611000,0,0,0
03041,"Englewood, City of",1982,9,Internal Service,1410300,1289100,0,0,0,0,121200,1468800,1020700,448100,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1983,2,Water,3108700,2853000,134600,0,0,0,121200,2865100,1505700,169700,720000,430800,38900,6555000,0,0,0,0,0
03041,"Englewood, City of",1983,9,Internal Service,2139100,1342000,0,0,678400,0,118700,2198400,1985600,212800,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1983,3,Sewer,6884600,4188500,2366000,2200,0,0,327900,3325600,2289000,685700,110000,185100,55800,0,0,2676000,0,0,0
03041,"Englewood, City of",1984,2,Water,4529500,2922100,186500,0,0,0,1420900,3269000,1660300,662200,555000,391500,0,6000000,0,0,0,0,0
03041,"Englewood, City of",1984,9,Internal Service,2399600,2254700,0,0,0,0,144900,2314800,2033800,281000,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1984,3,Sewer,7054600,3631400,1758200,928400,0,0,736600,4575700,2507400,1708300,145000,215000,0,0,0,2531000,0,0,0
03041,"Englewood, City of",1985,2,Water,4149232,2938131,312117,769992,0,0,128992,4477935,1934266,1600230,675000,268439,0,5325000,0,0,0,0,0
03041,"Englewood, City of",1985,3,Sewer,6577235,4081164,1462886,129889,0,0,903296,5481557,2605386,2486796,185000,204375,0,0,0,2346000,0,0,0
03041,"Englewood, City of",1985,9,Internal Service,2614600,2399329,0,0,0,0,215271,2745052,2204222,540830,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1986,2,Water,3879764,3160834,249767,300615,0,0,168548,3814300,2168577,412253,830000,403470,0,4495000,0,0,0,0,0
03041,"Englewood, City of",1986,3,Sewer,6803028,4201194,1663774,10122,0,0,927938,4389156,2894376,1144364,163000,187416,0,0,0,2183000,0,0,0
03041,"Englewood, City of",1986,9,Internal Service,2760659,2606882,0,0,0,0,153777,2729503,2343508,385995,0,0,0,0,0,0,0,0,0
03041,"Englewood, City of",1987,2,Water,3584570,3220113,219977,1908,0,0,142572,3231538,2230710,217658,445000,338170,0,4050000,0,0,0,0,0
03041,"Englewood, City of",1987,9,Internal Service,2863648,2652993,0,0,0,0,210655,2919052,2629809,194243,0,0,95000,0,0,0,0,0,0
03041,"Englewood, City of",1987,3,Sewer,6162557,4095137,1147285,0,0,0,920135,3396897,2902039,118153,245701,131004,0,0,0,1937234,0,0,0
03041,"Englewood, City of",1988,2,Water,3592934,3300352,115700,51536,0,0,125346,3496363,2475398,179584,480000,299881,61500,3570000,0,0,0,0,455275
03041,"Englewood, City of",1988,9,Internal Service,3158032,2932276,0,0,18000,0,207756,2837933,2699112,138821,0,0,0,0,0,0,0,0,318096
03041,"Englewood, City of",1988,3,Sewer,6034573,4165718,692057,0,0,0,1176798,3663311,2956544,224024,298553,122690,61500,0,0,1638681,0,0,615220
03041,"Englewood, City of",1989,2,Water,3412852,3155560,125292,0,0,0,132000,3650263,2382826,499955,510000,257482,0,3060000,0,0,0,0,456978
03041,"Englewood, City of",1989,3,Sewer,6483899,4317636,684030,0,0,0,1482233,4136425,3139185,572809,322843,101588,0,0,0,1315893,0,0,623636
03041,"Englewood, City of",1989,9,Internal Service,3250418,3018483,0,0,0,0,231935,3666191,3079495,586696,0,0,0,0,0,0,0,0,422491
03041,"Englewood, City of",1990,2,Water,3989028,3812541,7000,0,0,0,169487,3733253,2588337,642068,280000,222848,0,2780000,0,0,0,0,506499
03041,"Englewood, City of",1990,3,Sewer,6182916,4433390,105060,0,0,0,1644466,4473802,3390643,800989,198128,84042,0,0,0,1117765,0,0,646479
03041,"Englewood, City of",1990,9,Internal Service,3774864,3525025,0,0,0,0,249839,3696726,3030729,665997,0,0,0,0,0,0,0,0,488983
03041,"Englewood, City of",1991,2,Water,3975260,3818262,15800,0,0,0,141198,3611689,2857631,255384,300000,198674,0,2480000,0,0,0,0,540747
03041,"Englewood, City of",1991,9,Internal Service,3764874,3570115,0,0,0,0,194759,3421904,3106168,315736,0,0,0,0,0,0,0,0,483335
03041,"Englewood, City of",1991,3,Sewer,6186661,4205060,329792,0,0,0,1651809,14101039,3495655,9398162,192841,1014381,0,0,0,13674924,0,0,494098
03041,"Englewood, City of",1992,2,Water,4043403,3890462,29765,0,0,0,123176,3594971,2638241,454228,330000,172502,0,2150000,0,0,0,0,552368
03041,"Englewood, City of",1992,9,Internal Service,3582896,3424603,0,0,0,0,158293,3986101,3218689,767412,0,0,0,0,0,0,0,0,530817
03041,"Englewood, City of",1992,3,Sewer,6535649,4438499,668502,0,0,0,1428648,10285177,3694506,5710851,282525,597295,0,0,0,13392399,0,0,1118577
03041,"Englewood, City of",1993,2,Water,4150486,3988274,50755,0,0,0,111457,4511846,3197611,808355,360000,145880,0,1790000,0,0,0,0,586482
03041,"Englewood, City of",1993,3,Sewer,6921208,4373181,1302252,1369790,0,0,-124015,5860506,3904500,761014,533646,661346,0,0,496396,12362357,0,0,173659
03041,"Englewood, City of",1993,9,Internal Service,3632051,3519673,0,0,0,0,112378,3898530,3695456,203074,0,0,0,0,0,0,0,0,512915
03041,"Englewood, City of",1994,2,Water,4139448,4003908,42988,0,0,0,92552,4176758,2720883,958447,402000,95428,0,1475000,0,0,0,0,652428
03041,"Englewood, City of",1994,3,Sewer,5976933,4384519,1164682,0,0,0,427732,5923909,4045945,396183,830879,650902,0,0,0,12027874,0,0,221729
03041,"Englewood, City of",1994,9,Internal Service,4547704,4419973,0,0,0,0,127731,4410239,4079654,321885,0,0,8700,0,0,0,0,0,492947
03041,"Englewood, City of",1995,2,Water,4115159,3875534,99967,0,0,0,139658,3850963,2967082,346510,470000,67371,0,1005000,0,0,0,0,599044
03041,"Englewood, City of",1995,9,Internal Service,5067306,4826924,0,0,0,0,240382,4671127,4079265,591862,0,0,0,0,0,0,0,0,438691
03041,"Englewood, City of",1995,3,Sewer,6323136,4430547,1322950,0,0,0,569639,5363640,3778475,623646,358307,603212,0,0,0,11669567,0,0,167405
03041,"Englewood, City of",1996,2,Water,4513945,4167192,22760,0,0,0,323993,4609369,3175013,887783,505000,41573,0,500000,0,0,0,0,566842
03041,"Englewood, City of",1996,9,Internal Service,5383855,5182331,0,0,0,0,201524,4570385,4292095,278290,0,0,0,0,0,0,0,0,445021
03041,"Englewood, City of",1996,3,Sewer,6743945,4568609,1527002,0,0,0,648334,7186298,4203651,2021148,383828,577671,0,0,0,11285739,0,0,143101
03041,"Englewood, City of",1997,2,Water,4848210,4544500,24500,0,0,0,279210,5674968,3263474,1830800,500000,80694,0,0,0,15292636,17067444,958184,584090
03041,"Englewood, City of",1997,3,Sewer,5963705,4677945,936707,0,0,0,349053,9072952,4465981,3674292,411166,521513,0,0,0,10874583,26110451,2221854,140311
03041,"Englewood, City of",1997,9,Internal Service,5097175,4837854,0,0,0,0,259321,4685112,4391971,293141,0,0,0,0,0,0,3521430,523608,441819
03041,"Englewood, City of",1998,2,Water,5618087,5257266,27400,0,0,0,333421,9054260,3538697,5063643,149524,302396,0,0,0,15143112,13605188,2168346,504973
03041,"Englewood, City of",1998,3,Sewer,5036888,4710711,1116879,0,0,0,-790702,12300506,4423477,6943944,440451,492634,0,0,0,10434122,21021190,2648496,126856
03041,"Englewood, City of",1998,9,Internal Service,5734588,5389476,0,0,0,0,345112,5022239,4240612,781627,0,0,0,0,0,0,4568145,351112,497437
03041,"Englewood, City of",1999,2,Water,5554479,5291423,47200,0,0,0,215856,11820544,3186273,7180927,600841,423397,429106,0,0,14542271,7369599,1756623,506861
03041,"Englewood, City of",1999,9,Internal Service,5909152,5527643,0,0,0,0,381509,5549442,4767157,782285,0,0,0,0,0,0,4872149,433726,631152
03041,"Englewood, City of",1999,3,Sewer,5901561,4842181,1655471,0,0,0,-596091,6937373,4496984,1036128,471822,459903,472536,0,0,9962300,21611486,2645757,105894
03041,"Englewood, City of",2000,2,Water,6091179,5504416,35700,0,0,0,551063,7770580,3452970,3022705,613188,236075,445642,0,0,13929083,5866594,1360043,1166069
03041,"Englewood, City of",2000,9,Internal Service,6747407,5757023,0,0,0,0,990384,6194445,5341420,853025,0,0,0,0,0,0,5379799,399511,679265
03041,"Englewood, City of",2000,3,Sewer,7582330,4955753,766856,0,0,0,1859721,7361563,5409016,566551,505427,427369,453200,0,0,9456873,22798469,3656234,109293
03041,"Englewood, City of",2001,2,Water,6241946,5558919,262235,0,0,0,420792,5885680,3664327,652933,628277,500525,439618,0,0,13300806,6064727,1082881,1213369
03041,"Englewood, City of",2001,3,Sewer,13272849,5057899,1704566,0,0,0,6510384,8876129,6170089,1119790,541427,389807,655016,0,0,8915446,27345017,3844625,111329
03041,"Englewood, City of",2001,9,Internal Service,6602545,5933294,0,0,0,0,669251,7017858,6056759,961099,0,0,0,0,0,0,5107721,638591,777592
03041,"Englewood, City of",2002,2,Water,5673029,5393295,13825,0,0,0,265909,6334339,4387263,367840,640623,487033,451580,0,0,12660183,5480883,1267155,1711697
03041,"Englewood, City of",2002,3,Sewer,6674106,5020939,593790,0,0,0,1059377,9727511,6096541,2132181,579990,248080,670719,0,0,8335456,24540200,4134522,122132
03041,"Englewood, City of",2002,9,Internal Service,6873646,6491728,0,0,0,0,381918,7270769,6219866,1009751,0,0,41152,0,0,0,4534099,402973,1051863
03041,"Englewood, City of",2003,2,Water,5552395,5380753,10895,0,0,59350,101397,7193252,3943609,1602579,655712,472955,518397,0,0,12004471,4776558,1188600,657743
03041,"Englewood, City of",2003,9,Internal Service,7550884,7494587,0,0,0,52563,3734,8775785,6851749,472397,0,0,1451639,0,0,0,2955360,368135,831920
03041,"Englewood, City of",2003,3,Sewer,6141938,5134791,246494,0,0,743649,17004,11430535,5846366,3872828,621299,310008,780034,0,0,7714157,20233201,5210471,111163
03041,"Englewood, City of",2004,2,Water,5990739,5735990,104743,0,0,29164,120842,7371485,4374859,1107173,668057,467637,753759,3055000,0,11336414,5949104,1166918,864575
03041,"Englewood, City of",2004,3,Sewer,9322808,6529238,1966756,0,0,787880,38934,14652776,6581345,4774993,665551,1495905,1134982,0,0,56327881,67352499,6881396,181994
03041,"Englewood, City of",2004,9,Internal Service,7611367,7478964,0,0,0,29896,102507,7512930,6807970,585584,0,0,119376,0,0,0,3673251,902180,702411
03041,"Englewood, City of",2005,18,Stormwater,341519,320131,0,0,0,17272,4116,222074,86611,0,60000,75463,0,0,1450000,0,783314,122822,278972
03041,"Englewood, City of",2005,9,Internal Service,8239992,8069970,0,0,0,79178,90844,8453717,7306319,1147398,0,0,0,0,0,0,3545755,967817,728373
