LG_ID,NAME,LGTYPE_ID,AUDIT_YEAR,REV_TOTAL,REV_TOTAL_TAX,REV_PROPERTY_TAX,REV_SO_TAX,REV_SALES_USE_TAX,REV_OCCUPATION_TAX,REV_FRANCHISE_TAX,REV_OTHER_TAX,REV_LODGING_TAX,REV_REAL_ESTATE_TRANSFER_TAX,REV_UNCLASS_TAX,REV_LICENSES,REV_CHARGES,REV_FINES,REV_TRANSFER_IN,REV_INTGOVT,REV_HUT,REV_CIGARETTE_TAX,REV_MOTOR_VEH_FEE,REV_CTF,REV_SOCIAL_SERVICE,ALL_OTHER_INTGOVT,REV_MISC,REV_INTEREST,EXP_TOTAL,EXP_TOTAL_OPERATING,EXP_GEN_GOVT,EXP_JUDICIAL,EXP_TOTAL_PUBLIC_SAFETY,EXP_POLICE,EXP_FIRE,EXP_OTHER_PUBLIC_SAFETY,EXP_TOTAL_PUBLIC_WORKS,EXP_STREET,EXP_TRASH,EXP_OTHER_PUBLIC_WORKS,EXP_HEALTH,EXP_RECREATION,EXP_SOCIAL_SERVICE,EXP_MISC,EXP_TRANSFER_OUT,EXP_CAPITAL_OUTLAY,EXP_DEBT_SERVICE_GEN,EXP_PRINCIPAL_GEN,EXP_INTEREST_GEN,GO_DEBT_GEN,REVENUE_DEBT_GEN,OTHER_DEBT_GEN,ASSETS,LIABILITIES,POPULATION,RETAIL_SALES,ST_SALES_TAX_PAID,SALES_TAX_RATE
01001,Adams County,1,1975,27622900,9229100,8248100,898700,0,0,0,82300,0,0,0,163900,1361100,0,0,16008800,1072000,317900,234400,0,10972400,3412100,860000,463876,27963500,25221500,4666500,743800,2408700,1927100,0,481600,1617000,1608300,3400,5300,964600,1474900,13290500,55500,546600,2195400,0,0,0,0,0,0,0,0,216880,1143432,20346562,0
01001,Adams County,1,1976,32777100,12619700,11283900,1256200,0,0,0,79600,0,0,0,200000,1557300,0,0,17276500,1046000,343300,114500,0,11315500,4457200,1123600,668397,31194700,27476200,5111500,901800,2807500,2220200,0,587300,2313400,2305800,0,7600,1078300,1509400,13738200,16100,458900,3259600,0,0,0,0,0,0,0,0,222739,1288492,24022048,0
01001,Adams County,1,1977,35305800,13598500,12402300,1164600,0,0,0,31600,0,0,0,206600,1977000,0,0,18554200,1162000,363700,255700,0,11946200,4826600,969500,656143,35153600,31761200,5038400,1036300,3031700,2715000,0,316700,2419000,2410400,0,8600,1357100,1947200,14448600,2482900,622000,2770400,0,0,0,0,0,0,0,0,226135,1514871,28278304,0
01001,Adams County,1,1978,43821800,15485500,13881200,1558300,0,0,0,46000,0,0,0,204900,2240600,0,0,24679000,1299900,339600,327400,0,12843000,9869100,1211800,961809,41602200,39802200,5364500,1321700,3264100,2929800,0,334300,3351800,3342700,0,9100,1430200,1802200,15449800,7817900,652200,1147800,0,0,0,0,0,0,0,0,239634,1844429,35943168,0
01001,Adams County,1,1979,44203200,16403900,14584300,1780800,0,0,0,38800,0,0,0,258000,2317100,0,0,22927600,1451300,394100,220100,0,13042200,7819900,2296600,1746913,41577000,39673900,5897700,1544900,3585500,3254400,0,331100,3650300,3641600,0,8700,1549300,1894200,16255500,5296500,756500,1146600,0,0,0,0,0,0,0,0,246063,2198059,43148344,0
01001,Adams County,1,1980,49933900,18201100,16255200,1842500,0,0,0,103400,0,0,0,229700,2326700,0,0,26673500,2040000,416100,415600,0,15191600,8610200,2502900,2176197,49729400,46250200,6977300,1492800,4184300,3799100,0,385200,4259700,4231700,28000,0,1667500,2313800,19076800,6278000,767100,2712100,0,0,0,0,0,0,0,0,245944,2390634,38608392,0
01001,Adams County,1,1981,53401400,20568500,18694600,1835000,0,0,0,38900,0,0,0,134700,2881100,0,0,25093300,1878300,346600,0,0,16920800,5947600,4723800,2687584,53803800,50755800,8329400,1409800,4938000,4484200,0,453800,5503500,5456300,47200,0,1568900,2642600,20995200,5368400,759100,2288900,0,0,0,0,0,7009900,0,0,253031,2791783,44613784,0
01001,Adams County,1,1982,55332700,23224500,21246000,1978500,0,0,0,0,0,0,0,346100,2965500,0,0,25214300,1670600,442600,0,0,17749900,5351200,3582300,2661340,56078500,50944200,9896400,1507900,5397600,4922400,0,475200,4178800,4178800,0,0,1660100,2667800,23434800,2200800,1364500,2709900,1059900,860600,199300,0,0,6149300,0,0,260136,2848850,44162744,0
01001,Adams County,1,1983,64438900,28767400,22803800,2219000,3726500,0,0,18100,0,0,0,299100,2453900,0,0,30120500,1845600,482800,0,0,21609800,6182300,2798000,1717534,67347100,59312800,10663600,1600300,6624900,5993600,0,631300,5541900,5541900,0,0,2093200,3157300,27195000,2436600,1345500,5614700,1074100,880400,193700,2375000,0,5658400,0,0,267245,3064906,52443312,0.5
01001,Adams County,1,1984,86225300,48511100,30073500,2636200,15801400,0,0,0,0,0,0,350300,3955000,0,94400,28047600,2397600,538300,238000,308400,19741700,4823600,5266900,4538391,85583600,60949700,13392600,1949100,7659500,6916300,0,743200,5016900,5016900,0,0,2009300,3230700,25864200,1827400,1015800,22181500,1436600,1079900,356700,5945000,19509936,1008600,0,0,265770,3493417,60948304,1
01001,Adams County,1,1985,81394757,40152169,29100202,2675399,8376568,0,0,0,0,0,0,355873,4740962,0,0,31045331,2008870,450763,339246,243297,22075087,5928068,5100422,2699236,84098497,68313278,13049820,2332071,9112798,8456505,0,656293,7017115,7017115,0,0,1623766,3664677,29156735,2356296,79506,8100715,7604998,5679790,1925208,5180000,15288248,878369,53899392,9194770,268764,3710615,57737296,0.5
01001,Adams County,1,1986,77833556,36588892,33522317,2865001,201574,0,0,0,0,0,0,406154,7240907,0,0,28998387,2384999,493013,330406,216937,20789780,4783252,4599216,1803581,88491210,72209352,15035116,2863919,11536460,11001137,0,535323,6146549,6146549,0,0,1621625,3983104,28163497,2859082,1823872,1644280,12813706,11828991,984715,4370000,4974790,843840,21393180,6383258,268643,3476960,52933064,0
01001,Adams County,1,1987,84687655,41311815,38244404,2961791,105620,0,0,0,0,0,0,351276,6156254,0,0,30705494,2412396,419031,315362,233976,22255650,5069079,6162816,3179462,79159528,72513349,14048728,2801876,11491018,11163422,0,327596,5554140,5530640,0,23500,1679341,3714793,30678112,2545341,3220511,1779599,1646069,1275111,370958,3510000,0,478729,26579081,5730313,269323,3219999,46997506,0
01001,Adams County,1,1988,96589305,45558291,42144493,3110372,303426,0,0,0,0,0,0,281890,6538561,0,0,37482961,2494590,326268,292967,216246,27093205,7059685,6727602,2917048,93750014,84999591,17600599,2996052,12716924,12389229,0,327695,7778859,7778859,0,0,1648014,3818001,35037599,3403543,1480872,5645654,1623897,1053412,570485,2590000,7990000,1039197,39391255,8120447,269019,3250379,46506560,0
01001,Adams County,1,1989,103956212,46743341,43079667,3314769,348905,0,0,0,0,0,0,267462,7340069,0,0,40703053,2559387,346344,283312,175560,28688148,8650302,8902287,4347162,101169457,90947504,17736612,3219612,13623653,13285116,0,338537,10081665,10081665,0,0,1475300,4350990,36610344,3849328,285462,6736436,3200055,2408810,791245,1600000,6965000,645387,41225344,7967569,266771,3407738,48991746,0
01001,Adams County,1,1990,110135516,48743314,45179708,3264280,299326,0,0,0,0,0,0,228418,8260626,0,0,42607684,3851994,343543,280442,213755,30194423,7723527,10295474,4476444,102816395,96050597,19774538,2909746,15153279,14758224,0,395055,8960937,8960937,0,0,1540110,4005318,39141097,4565572,2768664,1496797,2500337,1871529,628808,1180000,5890000,352966,47273326,7262443,265038,3648635,52833161,0
01001,Adams County,1,1991,115954094,49387968,45457905,3622213,307850,0,0,0,0,0,0,388940,11729636,0,0,45737582,4316109,361729,279513,276152,31768282,8735797,8709968,3928703,110262792,99848116,21676312,3280578,17207616,16651168,0,556448,6463161,6463161,0,0,1845454,4292388,41766096,3316511,2797266,5569512,2047898,1553344,494554,935000,4745000,116237,53910442,9122254,270554,3962828,56293829,0
01001,Adams County,1,1992,108883536,47585255,43581864,3652016,351375,0,0,0,0,0,0,466608,8279067,0,0,48370876,3802510,358331,299144,325664,34750844,8834383,4181730,2347777,111947528,102378463,18294350,4258674,19329715,18660576,0,669139,7657316,5865003,0,1792313,1939033,3196898,44407394,3295083,1470053,6198513,1900499,1491423,409076,665000,3525000,114814,47983674,7238321,277231,4157899,59708074,0
01001,Adams County,1,1993,116203687,47715350,43389496,3909832,416022,0,0,0,0,0,0,657704,9996920,0,0,53469926,4366285,365989,300115,342425,38492581,9602531,4363787,2328910,116724587,108519998,20319628,4436144,19744241,18993311,0,750930,6504229,5795107,0,709122,2367414,3021902,48721856,3404584,1010392,4928968,2265229,1971589,293640,0,2220000,113225,51129597,9328904,281130,4611119,65841785,0.5
01001,Adams County,1,1994,123644195,54899657,42402492,4429233,8067932,0,0,0,0,0,0,624450,10666746,0,0,53058666,4486054,416544,308912,346941,37895402,9604813,4394676,2602644,110878499,106068209,21471500,4407709,18659040,17862074,0,796966,9243450,8242706,0,1000744,1863068,3335530,44701020,2386892,673671,1809460,2327159,2221741,105418,0,0,111484,63834745,5047554,288838,5258791,76675221,0.5
01001,Adams County,1,1995,132352211,60271723,44368913,5042996,10859814,0,0,0,0,0,0,597224,10997826,0,0,53193398,4797662,370715,313051,461403,39219652,8030915,7292040,4505522,115695910,105733559,17097483,4615896,20815290,19418577,0,1396713,5333131,5333131,0,0,2056998,3654987,47127088,5032686,688212,9262139,12000,1906,10094,0,0,109578,84306862,9911401,297792,5170562,78850003,0.5
01001,Adams County,1,1996,140947493,64549227,47830284,5691580,11027363,0,0,0,0,0,0,693054,11419786,0,0,54263707,5065131,368318,315127,441653,40088821,7984657,10021719,5346697,132553278,109556048,18975379,5007739,22928311,21670161,0,1258150,6001181,6001181,0,0,2150561,3398044,46184249,4910584,777300,22207930,12000,2087,9913,0,0,607491,93549451,11135047,305017,5337984,84197357,0.5
01001,Adams County,1,1997,140527607,67916980,49930363,6036510,11950107,0,0,0,0,0,0,885272,12299047,0,0,49510665,5356059,363938,329011,503860,32796989,10160808,9915643,6008629,138023473,107667635,19458437,5568236,25101733,23708045,0,1393688,6671491,6287207,384284,0,2097999,3227593,39764431,5777715,811181,29257657,287000,252287,34713,0,0,355204,98062396,12272253,314191,5749591,90927909,0.5
01001,Adams County,1,1998,138953976,74506399,54461045,6914230,13131124,0,0,0,0,0,0,1104621,14258467,0,0,39897569,5588019,359225,337582,469004,24116903,9026836,9186920,6414881,128782495,101657469,22290178,5675587,27262782,25808530,0,1454252,6696890,6537691,159199,0,2126226,4175118,28606598,4824090,914408,25834989,375629,355204,20425,0,0,267112,111762945,12806095,322363,6278871,103642155,0.5
01001,Adams County,1,1999,160409514,78787838,56272916,7912451,14602471,0,0,0,0,0,0,2044980,14180022,0,0,46182754,6248411,351990,345111,423088,25881662,12932492,19213920,5315902,159295734,112328846,24566151,6331539,29964021,28311094,0,1652927,6602971,6453353,149618,0,2349637,4164331,31965492,6384704,995940,45871938,99010,90875,8135,0,0,11291229,128782240,15340863,330415,6940865,119838761,0.5
01001,Adams County,1,2000,208899293,92915453,61196091,9097587,22621775,0,0,0,0,0,0,1748432,14916222,0,0,85136439,6492169,363187,358912,457861,68274040,9190270,14182747,10618430,188764052,159956105,26526193,6825022,33942992,32160923,0,1782069,7855245,7684377,170868,0,2584765,3802852,75495941,2923095,200000,27515154,1092793,503974,588819,0,0,10787277,148070114,12527556,363857,7589290,131031331,0.7
01001,Adams County,1,2001,226776417,102267160,67462295,10003958,24800907,0,0,0,0,0,0,1651509,16839532,0,0,94023855,6485723,358959,360969,483169,71664382,14670653,11994361,8136366,203837593,172028547,26643586,7643004,35374660,33216504,0,2158156,8531004,8240292,290712,0,2832024,4106369,83352980,3544920,200000,30430646,1178400,657233,521167,0,0,10130044,167180641,8896650,361262,7862414,131238307,0.7
01001,Adams County,1,2002,249078467,104647905,72472609,9449033,22726263,0,0,0,0,0,0,1606372,26345619,0,0,108402262,7076599,359274,361860,579954,83500511,16524064,8076309,3700962,252440846,212317408,37157192,8711820,38844713,36554951,0,2289762,20956908,20672174,284734,0,3142125,4304833,95035348,4164469,1008392,38033918,1081128,585000,496128,0,0,9545000,174740855,16360025,375380,7842614434,125144002,0.7
01001,Adams County,1,2003,284601008,118959681,85455781,9958433,23115450,0,430017,0,0,0,0,2497720,20899912,6298026,0,116515186,6314447,358862,354867,568755,89005650,19912605,19430483,2709446,268528440,228683476,35213924,9471321,42782115,40872610,0,1909505,22368489,22212134,156355,0,3534815,4755935,103277537,7279340,826770,37504659,1513535,610000,903535,0,0,24825000,197204076,22163602,385262,8249728748,125057051,0.7
01001,Adams County,1,2004,275977161,128437706,93774947,10348128,23930140,0,384491,0,0,0,0,2608970,20505315,294836,0,117218980,6627242,378521,364413,538335,93307774,16002695,6911354,3447192,283909113,240685244,37665803,10123825,46448281,44382427,0,2065854,23129643,22933796,195847,0,3815503,4563014,107756869,7182306,1314042,39591851,2317976,1225000,1092976,0,0,23600000,192176379,23025596,390794,9229136566,135302676,0.7
01001,Adams County,1,2005,265792234,135075144,98285280,10287744,26118233,0,383887,0,0,0,0,2196186,21616922,2116006,0,94589219,5992066,361249,370161,551152,71434833,15879758,10198757,6702091,256829484,219424034,36218158,10161571,48692227,46439496,0,2252731,26321537,25535280,786257,0,4150033,7687552,78046155,8146801,4309054,30807395,2289001,1260000,1029001,0,0,22340000,199165643,19786751,402110,10749127276,147697272,0.7
01001,Adams County,1,2006,285140467,144027630,105568720,10816360,27235502,0,407048,0,0,0,0,2165434,22017680,2339863,0,99698037,7855121,419200,371296,669797,72990284,17392339,14891823,10438096,284861778,232425775,35941661,10794278,53840972,51495818,0,2345154,27403953,26481324,922629,0,4474174,7871596,82990483,9108658,4441725,45725284,2268994,1300000,968994,0,0,21040000,200423318,20692986,411894,11541436797,158013471,0.7
01001,Adams County,1,2007,293491831,151598163,110413882,10591852,30165614,0,426815,0,0,0,0,1540953,22043995,2878046,0,99319188,6803046,398255,378066,626542,72416124,18697155,16111486,12387328,273117638,245093695,41673976,12428689,57024183,54355837,0,2668346,29496538,29198743,297795,0,4739687,8727567,83274619,7728436,5364007,20396410,2263526,1345000,918526,0,0,19695000,221047674,17680287,421017,14022032473,165289231,0.75
01001,Adams County,1,2008,336791091,160490605,119346967,10193583,30494273,0,455782,0,0,0,0,825173,23406132,735530,0,101766107,6431742,419766,368329,636679,77972680,15936911,49567544,8833957,324743935,267217523,45874523,13512903,63070445,60148517,0,2921928,30259105,30031387,227718,0,5177134,9895796,89454619,9972998,1360771,53282668,2882973,1395000,1487973,0,0,53300000,240974294,25200248,431064,15732008741,165975018,0.75
01001,Adams County,1,2009,425467844,159076792,121842329,9064549,27672357,0,497557,0,0,0,0,847268,23468252,903812,0,125558874,7500291,664877,376916,597485,83514694,32904611,115612846,4421304,376599081,275683335,43306257,14489748,67517637,64742937,0,2774700,20415908,20137921,277987,0,5384880,12801307,98314427,13453171,563715,86544004,13808027,6563211,7244816,0,0,151936789,282926893,28070109,442971,12980623238,145345329,0.75
02001,Alamosa County,1,1975,1688900,552300,466800,79600,0,0,0,5900,0,0,0,2600,121900,0,0,963300,281300,14000,33100,0,398500,236400,48800,29380,1768300,1247200,364700,33100,71300,70200,0,1100,182300,163100,19200,0,57700,24100,502400,11600,17000,504100,0,0,0,0,0,0,0,0,11658,62237,1319417,0
02001,Alamosa County,1,1976,1864300,654000,579800,68300,0,0,0,5900,0,0,0,2700,97200,0,0,1042700,306100,13000,18300,0,498500,206800,67700,40691,1978600,1464700,433400,33700,77900,75500,0,2400,212400,190100,22300,0,59700,24900,620900,1800,44400,469500,0,0,0,0,0,0,0,0,11611,68800,1483880,0
02001,Alamosa County,1,1977,2354400,761800,677600,78900,0,0,0,5300,0,0,0,2800,274600,0,0,1233600,334100,13300,19100,0,541100,326000,81600,46792,2280900,1697300,468600,38400,116700,102500,0,14200,223200,223200,0,0,129700,30400,688000,2300,62000,521600,0,0,0,0,0,0,0,0,11338,74129,1597332,0
02001,Alamosa County,1,1978,2444600,848700,746500,98000,0,0,0,4200,0,0,0,9400,179000,0,0,1305400,371000,12400,21500,0,602800,297700,102100,53411,2239200,1867500,472000,43800,132300,128500,0,3800,337500,308600,28900,0,107700,28800,741300,4100,68100,303600,0,0,0,0,0,0,0,0,11572,80519,1715545,0
02001,Alamosa County,1,1979,2828500,1094300,642100,83200,361600,0,0,7400,0,0,0,2400,282800,0,0,1351600,441200,9500,21300,0,642900,236700,97400,71031,2709400,2181000,531500,54900,189400,183600,0,5800,453500,405500,48000,0,130600,28500,776700,15900,57300,471100,0,0,0,0,0,0,0,0,11623,94485,1944650,2
02001,Alamosa County,1,1980,3395900,1239600,651200,87500,490300,0,0,10600,0,0,0,3000,241800,0,0,1792800,611700,9700,21200,0,916900,233300,118700,91619,3271700,2963500,595800,67000,285400,281200,0,4200,744600,690900,53700,0,138300,32400,1057500,42500,56600,251600,0,0,0,0,0,0,0,0,11799,108933,1682959,2
02001,Alamosa County,1,1981,3930600,1313000,693800,88700,527200,0,0,3300,0,0,0,3400,383200,0,0,2045800,492600,10000,21900,0,1181100,340200,185200,123312,4147400,3697000,651800,72600,338100,332600,0,5500,961600,872700,61700,27200,212400,35800,1400400,24300,64100,368900,17400,0,17400,0,0,0,0,0,12184,117044,1747159,2
02001,Alamosa County,1,1982,4523700,1468400,798800,96900,560700,0,0,12000,0,0,0,3900,324600,0,0,2333700,497800,9300,22900,0,1381600,422100,393100,141324,4204000,3787000,686800,77000,372600,367900,0,4700,802400,736400,66000,0,232700,41000,1551700,22800,66500,335000,15500,0,15500,0,0,0,0,0,12258,115783,1819537,2
02001,Alamosa County,1,1983,4623600,1524700,843700,87700,579800,0,0,13500,0,0,0,4300,394200,2900,0,2517700,520200,8600,22400,0,1637600,328900,179800,125603,4520100,4261800,725600,83700,404000,399200,0,4800,851400,770400,81000,0,279200,43500,1807000,67400,68900,160000,29400,0,29400,0,0,0,0,0,12643,118988,2045596,2
02001,Alamosa County,1,1984,6155500,2389300,911000,94700,1366900,0,0,16700,0,0,0,6000,351000,2400,0,3018500,688500,7400,23900,27200,1873400,398100,388300,371490,5899600,4779300,785600,88600,457600,450900,0,6700,940600,856600,84000,0,290100,84000,2041200,91600,71300,469300,579700,350000,229700,0,2165000,195100,0,0,12928,128976,2146115,3
02001,Alamosa County,1,1985,6238234,2499125,918778,90245,1468129,0,0,21973,0,0,0,4966,426306,0,0,2849773,616081,7085,24419,21805,1781731,398652,458064,373973,7220327,5116456,889489,93000,493528,485808,0,7720,992215,905815,86400,0,374650,68875,2140078,64621,83096,1556360,464415,380000,84415,0,1440000,308815,3572067,1056799,13011,132270,2093489,3
02001,Alamosa County,1,1986,6667133,2764270,1108175,110073,1509458,0,0,36564,0,0,0,5812,256685,0,0,3408277,652862,7010,25445,19760,2025267,677933,232089,198985,7648815,5514194,1087069,96473,546734,536392,0,10342,932568,843388,89180,0,442518,19600,2294721,94511,79017,1390045,665559,510000,155559,0,1170000,233993,3064300,1093302,13336,136394,2212856,3
02001,Alamosa County,1,1987,7190173,2960452,1144751,148709,1653733,0,0,13259,0,0,0,5823,683608,0,0,3174085,766221,6827,0,23945,2174957,202135,366205,186083,7911918,6278174,1142328,96617,592521,582397,0,10124,1140890,1053892,86998,0,630686,7500,2457961,209671,93578,199913,1340253,1250195,90058,0,0,122484,2458739,410648,13427,136476,2098246,2
02001,Alamosa County,1,1988,6450110,2219706,1229652,145795,819650,0,0,24609,0,0,0,6134,653776,0,0,3233644,782533,6023,26717,22365,2210630,185376,336850,114741,6432108,5982182,1132196,96617,582490,575695,0,6795,928765,861969,66796,0,577151,835,2453784,210344,89325,344881,15720,11929,3791,0,0,119539,2525379,700206,13715,146775,2309111,2
02001,Alamosa County,1,1989,6877964,2290940,1330332,153311,726411,0,0,80886,0,0,0,8400,760527,0,0,3660904,797280,6969,27435,19050,2218165,592005,157193,109423,6897769,6128253,1080353,95399,709899,697685,0,12214,1005406,928876,76530,0,570483,26578,2488020,152115,61521,650736,57259,48690,8569,0,0,66196,3077853,883193,13660,161353,2542086,2
02001,Alamosa County,1,1990,7335234,2553940,1411070,177748,879744,0,0,85378,0,0,0,16114,556250,0,0,4019099,976030,8554,28303,23210,2173758,809244,189831,98505,6973861,6610998,1129092,99200,758414,740277,0,18137,1515339,1424296,91043,0,480428,22345,2467797,138383,69409,293454,0,0,0,0,0,8847,2920276,780013,13617,174652,2752287,2
02001,Alamosa County,1,1991,7682405,2847750,1671040,182827,826024,0,0,167859,0,0,0,14799,812607,0,0,3737733,943990,8270,28528,31708,2225342,499895,269516,152925,7354106,6454566,1281978,103168,807934,784921,0,23013,992050,892371,99679,0,490030,24668,2676971,77767,186166,713374,0,0,0,0,0,52895,2936801,382339,13971,176521,2794431,2
02001,Alamosa County,1,1992,8118348,2833706,1555711,210045,944106,0,0,123844,0,0,0,13997,912835,0,0,4068021,970537,7810,30238,40488,2431613,587335,289789,127078,7962346,6466039,1388989,116091,890799,863573,0,27226,609680,505683,103997,0,623797,22548,2776715,37420,143180,1353127,0,0,0,0,0,1268,2993683,503367,14214,196225,2921956,2
02001,Alamosa County,1,1993,8448926,2858699,1564929,206956,976046,0,0,110768,0,0,0,19973,1125052,0,0,4219448,1037588,7712,30935,37203,2545535,560475,225754,100264,7926073,6779907,1391494,125658,832562,808808,0,23754,647230,519343,127887,0,736040,35375,3005735,5813,86594,1059572,0,0,0,0,0,0,3327766,472422,14104,213449,3363232,2
02001,Alamosa County,1,1994,9308565,2909313,1571708,221518,1024405,0,0,91682,0,0,0,26977,533331,0,0,5601656,1061281,8173,32273,48779,2577268,1873882,237288,123718,8778420,7603637,1364210,129521,847289,831497,0,15792,726101,563487,162614,0,1467085,24612,2990610,54209,75273,1099510,0,0,0,0,0,0,3957479,650464,14397,239163,3710177,2
02001,Alamosa County,1,1995,9985773,3098628,1647901,243296,1118216,0,0,89215,0,0,0,37126,436185,0,0,6121193,1142703,8391,33544,56674,2653822,2226059,292641,174680,9657243,8136772,1609352,143376,906469,886193,0,20276,567989,533626,34363,0,1735587,52863,3101130,20006,369085,1151386,0,0,0,0,0,6558,4591098,734076,14839,260103,4082058,2
02001,Alamosa County,1,1996,10510321,3171477,1651323,217001,1202791,0,0,100362,100362,0,0,55624,506472,0,0,6455645,1207176,8685,33806,54495,2760263,2391220,321103,181560,10601200,8976744,1638753,156870,1075162,1051527,0,23635,735618,658790,76828,0,2096891,25783,3241186,6481,270157,1352068,2231,917,1314,0,0,5641,4634586,835225,15237,272671,4281401,2
02001,Alamosa County,1,1997,10214612,3302055,1752673,242520,1215962,0,0,90900,90900,0,0,46899,534689,0,0,5931236,1293525,8588,35367,63753,2533928,1996075,399733,201335,10465581,8502890,1739215,156870,1148793,1127076,0,21717,746252,706267,39985,0,1495302,101673,3105915,8870,155897,1804563,2231,1134,1097,0,0,4507,3908726,375573,15703,284736,4349837,2
02001,Alamosa County,1,1998,9990642,3485088,1846076,266476,1271446,0,0,101090,101090,0,0,47734,448736,0,0,5654191,1394532,9199,36182,60712,2046456,2107110,354893,171861,10143338,8354314,1841670,169000,1280666,1255514,0,25152,825674,693946,131728,0,1399207,135427,2668036,34634,172929,1613864,2231,1401,830,0,0,3106,4237449,402405,16048,290881,4543461,2
02001,Alamosa County,1,1999,10766828,3697384,1988217,296711,1311626,0,0,100830,100830,0,0,61525,523131,0,0,5953757,1434419,8006,36516,55228,2180141,2239447,531031,103449,11283262,8937062,1861582,164000,1414822,1383267,0,31555,854894,744527,110367,0,1294236,37085,3288718,21725,124423,2219546,2231,1401,830,0,0,1705,3818782,916920,16461,302801,4735494,2
02001,Alamosa County,1,2000,10819041,4023952,2204879,359572,1363586,0,0,95915,95915,0,0,61130,559110,5537,0,5831075,1534086,7023,36590,60693,2358034,1834649,338237,144483,10625634,9146585,2128540,180000,1658912,1630823,0,28089,917722,768841,148881,0,1319781,38436,2845376,57818,157492,1319740,1817,1705,112,0,0,0,3691241,416865,14966,319009,4934527,2
02001,Alamosa County,1,2001,12883231,4907167,2312454,386704,2100516,0,0,107493,107493,0,0,54516,550216,11583,0,6841084,1527070,5859,36855,62216,2650173,2558911,518665,0,11789732,9798860,2107005,190591,1796156,1766453,0,29703,810839,805859,4980,0,19582,30484,4829462,14741,158649,1832223,0,0,0,0,0,0,5072553,556430,15282,337913,5156896,2
02001,Alamosa County,1,2002,12816608,4842459,2442942,406149,1888674,0,0,104694,94016,0,0,67865,487028,86899,0,6982314,1588953,5620,37055,68529,2804565,2477592,350043,120708,12731954,10529113,2491978,198539,1828686,1780223,0,48463,673091,673091,0,0,24024,54746,5241427,16622,303880,1848124,50837,31428,19409,0,0,768574,6046013,1248161,15377,357749436,5195262,2
02001,Alamosa County,1,2003,13067145,4985710,2610789,425634,1792573,0,0,156714,108607,0,0,71623,575785,0,0,7061775,1514321,5550,37468,66779,2776110,2661547,372252,77605,14215568,10651268,2426032,207216,1990509,1927380,0,63129,633940,632515,1425,0,1847537,33627,3381455,130952,643055,2819571,101674,65000,36674,0,0,703374,4627438,713953,15545,349306839,5288079,2
02001,Alamosa County,1,2004,13128806,4803575,2617070,418960,1645006,0,0,122539,103320,0,0,53925,532761,0,0,7102628,1553100,5395,37795,62761,2444568,2999009,635917,56280,13963043,11289784,2392875,213327,2633526,2444953,0,188573,728340,715023,13317,0,1979997,40446,3173938,127335,483819,2087766,101674,69007,32667,0,0,634367,3913456,661487,15643,366352055,5442141,2
02001,Alamosa County,1,2005,13566717,4855426,2646459,431604,1595828,0,0,181535,0,0,0,60842,689690,0,0,7449029,1459373,5035,38830,64323,2389065,3492403,511730,0,14290440,11303534,2567836,205677,2266523,2075345,0,191178,589214,587675,1539,0,2109902,69829,3330732,163821,462152,2423081,101673,71897,29776,0,0,562470,3497222,619444,15765,370817366,5477115,2
02001,Alamosa County,1,2006,14298649,5116838,2822750,464651,1673188,0,0,156249,121271,0,0,60604,763552,0,0,7882036,1711803,4285,39335,100203,2361079,3665331,475619,94344,13780948,11193972,2593626,203570,2233033,2005296,0,227737,661976,520072,141904,0,2244794,31635,3010461,214877,640635,1844668,101673,75486,26187,0,0,486984,4677848,1368839,15765,416893493,5907231,2
02001,Alamosa County,1,2007,14642323,5294098,2891790,470271,1788864,0,0,143173,125560,0,0,59437,827677,0,0,7803265,1623701,6262,40382,72644,2455103,3605173,657846,186208,13267813,12320692,2599670,209746,2273365,1964032,0,309333,1549435,1363654,185781,0,2411038,41870,3070224,165344,403717,441730,101674,79253,22421,0,0,407731,6458936,1249634,15765,438183583,6254102,2
02001,Alamosa County,1,2008,16147926,5464597,3026989,465477,1828681,0,0,143450,123291,0,0,74442,728880,54982,0,9075361,1558221,7696,40632,72385,3004886,4391541,749664,194540,16442532,12639138,2791679,209746,2303939,1985053,0,318886,1361589,1350946,10643,0,2501991,24900,3319771,125523,438344,3263376,101674,83201,18473,0,0,324529,7032671,1859156,15857,452566645,5960900,2
02001,Alamosa County,1,2009,16863033,5762731,3299153,454586,1830363,0,0,178629,154875,0,0,66560,960971,66811,0,9386363,1673887,5799,42317,67276,3801468,3795616,619597,120318,15400099,14184253,2839347,216063,2501718,2163814,0,337904,1478031,1366796,111235,0,2790413,39701,4181787,137193,539987,261540,414319,375241,39078,0,0,763307,8519608,1143975,15873,463689789,5844468,2
03001,Arapahoe County,1,1975,15380700,6346300,5897400,448900,0,0,0,0,0,0,0,19900,1680800,0,0,6611300,669000,155600,162700,0,2963700,2660300,722400,687593,18925400,13602100,2897800,807000,2342900,2135500,0,207400,1609000,1256700,192800,159500,801300,1402500,3741600,0,726100,4597200,0,0,0,200000,0,0,0,0,218016,1225098,24819492,0
