LG_ID,NAME,LGTYPE_ID,AUDIT_YEAR,CM_FUND_TYPE_ID,DESCRIPTION,REV_TOTAL,REV_CHARGES,REV_IMPACT_FEE,REV_INTGOVT,REV_TRANSFER_IN,REV_INTEREST,REV_OTHER,EXP_TOTAL,EXP_OPERATING,EXP_CAPITAL_OUTLAY,EXP_PRINCIPAL,EXP_INTEREST,EXP_TRANSFER_OUT,GO_DEBT,REVENUE_DEBT,OTHER_DEBT,ASSETS,LIABILITIES,DEPRECIATION
03001,Arapahoe County,1,2005,9,Internal Service,9154713,8255084,0,0,751352,66,148211,7720516,4641860,3078656,0,0,0,0,0,0,15377281,3125417,4043138
03001,Arapahoe County,1,2006,9,Internal Service,11187759,9502580,0,0,1369822,100,315257,10196151,5187118,5009033,0,0,0,0,0,0,16646071,3402601,3559086
03001,Arapahoe County,1,2007,9,Internal Service,11260302,8845166,0,0,2002708,109,412319,9957282,5643903,4313379,0,0,0,0,0,0,18076457,3582719,3684397
03001,Arapahoe County,1,2008,9,Internal Service,11049142,9537843,0,0,950503,0,560796,9648609,5223158,4425451,0,0,0,0,0,0,19468253,3573983,3973960
03001,Arapahoe County,1,2009,9,Internal Service,11935508,9604941,0,0,2044108,0,286459,9018743,5586825,3431918,0,0,0,0,0,0,22551571,3740539,4223702
04001,Archuleta County,1,1976,7,Airport,7800,0,0,0,7800,0,0,7800,7800,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1977,7,Airport,96100,0,0,0,96100,0,0,96100,86100,10000,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1978,7,Airport,33400,0,0,0,33400,0,0,33400,33400,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1979,7,Airport,7200,0,0,0,7200,0,0,7200,7200,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1980,7,Airport,23400,0,0,5500,17900,0,0,23400,23400,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1981,7,Airport,12800,0,0,0,12800,0,0,12800,12800,0,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1984,7,Airport,48900,0,0,15000,33900,0,0,48900,2700,46200,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1985,7,Airport,1038977,0,0,1030977,8000,0,0,1123707,8000,1115707,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1986,7,Airport,64400,0,0,54000,10400,0,0,64400,4196,60204,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1987,7,Airport,1146796,0,0,1130252,16544,0,0,1061877,16544,1045333,0,0,0,0,0,0,0,0,0
04001,Archuleta County,1,1988,7,Airport,435521,8641,0,404538,21845,0,497,430794,11874,418920,0,0,0,0,0,0,0,0,0
