,pass,prob_exmpt,s_time,sales_change,prop_change,prop_levy_change,debt_change,rev_time,ss_open,ss_no waiver,ss_sales,ss_property,ss_nontax,ss_value,ss_transfer,ss_nonproperty,ss_tourism,ss_unknown,ss_library,ss_gaming,ss_development,infrastructure,open,public safety,economic development,unspecified,environment,hss,education,tourism,no waiver,administrative,limited,agriculture,unknown,choice,intensity_stock,prop_ratio,cty_rev_prop
141,1,0.8225403803075573,99.0,0.0,2.5,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
142,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
143,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
144,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
145,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
146,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
147,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
148,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
149,1,0.8225403803075573,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5239096669964141,0.7018880386727349,0.3452110784440147
150,1,0.5880036072404364,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13533620891430098,0.5502251678883378
151,1,0.5880036072404364,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.13533620891430098,0.5502251678883378
152,1,0.5882274294537877,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2399402397921272,0.5494928314371953
153,1,0.5886619845735211,0.0,0.0,3.6,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0.24175888249017866,0.4619085007381062
154,1,0.5885093622781479,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.22128057684964075,0.5706891258233784
155,0,0.631941471730975,0.0,1.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.631447159763372,0.13539968031355865
156,1,0.5887337310806718,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09060981437308907,1.6620498318452852,0.12919563250959964
157,1,0.5887337310806718,0.0,0.17,0.0,0.0,0.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.09060981437308907,1.6620498318452852,0.12919563250959964
158,1,0.5473944205542199,0.0,0.4,0.0,0.0,0.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2616626456408321,1.5375851970687948,0.13960156392994416
159,1,0.5473944205542199,99.0,0.43,0.0,0.0,30000000.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2616626456408321,1.5375851970687948,0.13960156392994416
160,1,0.511993599574426,99.0,0.0,0.0,0.0,25000000.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3157464227427316,1.5952863715937282,0.1910570169938912
161,1,0.47581298492714097,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3903108072436017,0.1984086801332257
162,1,0.4511449607332975,99.0,0.17,0.0,0.0,0.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.4623170602172741,0.20673888419191824
163,1,0.4302770418031426,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3659478675967731,0.19913068318899171
164,1,0.4302770418031426,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3659478675967731,0.19913068318899171
165,1,0.4302770418031426,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3659478675967731,0.19913068318899171
166,1,0.3985854730468244,99.0,0.0,1.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.3823805039598185,0.20989413078704466
167,1,0.3985854730468244,99.0,0.0,0.0,0.0,43000000.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.3823805039598185,0.20989413078704466
168,1,0.6368468986021781,0.0,0.0,0.0,0.0,28000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3485156510945049,0.22761450309161005
169,1,0.6486080955264426,0.0,0.23,0.0,0.0,0.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3932765360940094,0.2613167939400856
170,1,0.6486080955264426,0.0,0.4,0.0,0.0,0.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3932765360940094,0.2613167939400856
171,0,0.5929120428622672,0.0,0.5,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.3166593187891271,0.16567423017169264
172,0,0.5893002733094858,4.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3747761753110594,0.17439998327415934
173,0,0.5893002733094858,99.0,0.0,1.5,0.0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.3747761753110594,0.17439998327415934
174,1,0.5847135392631678,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14364955173799535,1.1263148310937408,0.18103173368423348
175,1,0.5847135392631678,99.0,0.5,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14364955173799535,1.1263148310937408,0.18103173368423348
176,0,0.5848511981197028,99.0,0.0,1.5,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11838031085169065,1.23267948220028,0.2143810711225961
177,0,0.5832831788997576,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4705493935713633,1.1925819120226613,0.2302333029076072
178,1,0.5241536251175791,99.0,0.0,1.5,0.0,0.0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5633818518244745,1.5144072659341783,0.2213930649757194
179,0,0.6094362355720795,99.0,0.0,1.5,0.0,0.0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4609967052260408,1.5990588465541928,0.2651932723866495
180,1,0.5973770347019239,99.0,0.0,0.0,0.0,10000000.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8247452321599864,2.042192489959273,0.23961202803625545
181,1,0.5674226258574139,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18496682582384205,1.4545554493046635,0.2433116626473741
182,0,0.563359813290206,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2771521258815444,1.7330334556568032,0.26200684908454497
183,0,0.5630153878962664,99.0,1.0,0.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3924362329781951,1.828598544646804,0.2696622020409717
184,0,0.5864941593242626,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4910449498719574,2.160037023339889,0.2477716826722555
185,1,0.5870127615742297,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5527107577161701,2.0866774172047067,0.33812869986867355
186,0,0.2688556761128929,99.0,0.0,0.0,2800000.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08274092969523461,1.112646882728628,0.15002890893241536
187,0,0.2688556761128929,99.0,0.0,0.0,5100000.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08274092969523461,1.112646882728628,0.15002890893241536
188,0,0.2688556761128929,99.0,0.25,0.0,0.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08274092969523461,1.112646882728628,0.15002890893241536
189,0,0.2688556761128929,99.0,0.0,1.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08274092969523461,1.112646882728628,0.15002890893241536
190,0,0.2688556761128929,99.0,0.0,0.0,0.0,22500000.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08274092969523461,1.112646882728628,0.15002890893241536
191,0,0.36343025346453023,0.0,0.2,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.32824149255355034,0.9866191185326968,0.12282699631038425
192,0,0.36343025346453023,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32824149255355034,0.9866191185326968,0.12282699631038425
193,1,0.43558763879324763,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3015809839781526,1.0188851540292712,0.12940336415176745
194,0,0.49092299646296905,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3775728366064161,0.9793173592537998,0.12392070138067518
195,0,0.49092299646296905,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3775728366064161,0.9793173592537998,0.12392070138067518
196,0,0.1831574439651858,99.0,0.0,0.0,2860000.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3739579816630723,0.9919929387292048,0.117938613217663
197,0,0.1831574439651858,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3739579816630723,0.9919929387292048,0.117938613217663
198,0,0.29830315127408846,99.0,0.0,1.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2940397288510944,0.955269690487278,0.1217132310120032
199,0,0.29830315127408846,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2940397288510944,0.955269690487278,0.1217132310120032
200,1,0.2920526879730991,99.0,1.0,0.0,0.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26216420338815183,1.0019481562639292,0.11657076507649125
201,1,0.2920526879730991,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26216420338815183,1.0019481562639292,0.11657076507649125
202,0,0.2602833497691001,99.0,1.0,0.0,0.0,0.0,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3497006826739241,1.1700370566336062,0.12243120501149167
203,0,0.5668160230194054,0.0,0.5,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.9826361547880148,0.22314572317593528
204,0,0.5668160230194054,0.0,0.0,0.0,0.0,7000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.9826361547880148,0.22314572317593528
205,0,0.5668160230194054,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9826361547880148,0.22314572317593528
206,1,0.5650401279932324,1.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9883866437952696,0.2255949316833715
207,0,0.5624178852885049,99.0,0.25,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9862068831426242,0.23633981846122826
208,0,0.5624178852885049,99.0,0.0,6.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9862068831426242,0.23633981846122826
209,1,0.5632265234693192,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11690443723383392,1.0137318722784403,0.20621474471316745
210,0,0.5605055502535264,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2148683465556424,0.9938478686452203,0.235607168765221
211,1,0.5599288674578639,5.0,2.0,0.0,0.0,0.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2916120808093953,0.9023422445755952,0.23327848796564465
212,0,0.5599288674578639,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2916120808093953,0.9023422445755952,0.23327848796564465
213,0,0.5344960574383456,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3271232419530367,0.8545737973072234,0.2398775357779598
214,0,0.5344960574383456,99.0,0.39,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3271232419530367,0.8545737973072234,0.2398775357779598
215,1,0.5746928753663422,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4983170423283127,0.5585213619399283,0.2496317392990876
216,0,0.5737890865150602,99.0,0.0,5.5,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4165555548804559,0.7265550259286315,0.267269490832694
217,0,0.5737890865150602,99.0,0.0,2.5,0.0,0.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4165555548804559,0.7265550259286315,0.267269490832694
218,1,0.5737890865150602,0.0,2.0,0.0,0.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.4165555548804559,0.7265550259286315,0.267269490832694
219,0,0.5724497447956842,99.0,0.05,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5260519872917775,0.7142999594633527,0.2457895484787804
220,1,0.5724497447956842,8.0,0.0,0.0,0.0,0.0,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5260519872917775,0.7142999594633527,0.2457895484787804
221,0,0.5700351739982471,99.0,0.5,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5250584600008074,0.7765765371117057,0.2423513598269085
222,0,0.5974331257022031,0.0,1.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.6990854251536514,0.1680341397315691
223,1,0.5974331257022031,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6990854251536514,0.1680341397315691
224,1,0.5886693128231809,0.0,0.75,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08554215242019213,0.7063121037529424,0.16781092127997513
225,0,0.5819652144431502,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4179121048620804,0.5994215089373903,0.21506103515625
226,0,0.5905870843513007,99.0,0.6,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0335486775382066,0.3334719039400563,0.2585074765986585
227,1,0.5836245612200516,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1573155678598293,0.9518203900772324
228,1,0.5819604140544693,0.0,0.0,2.41,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.6403069139041826,0.2626280914388537
229,1,0.5819604140544693,99.0,0.0,0.0,0.0,0.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6403069139041826,0.2626280914388537
230,0,0.5808967492946215,99.0,0.2,0.0,0.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5961826758518027,0.26501945316613684
231,1,0.5814953005501942,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5291625331827319,0.26340196200517485
232,0,0.5845114237933989,1.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6994008310632785,0.2667358050447857
233,0,0.5846288450023699,0.0,0.0,2.0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.7993639369154609,0.2765951588333297
234,0,0.5837689881122466,99.0,0.0,1.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.7498857158304735,0.26831709476161114
235,1,0.5920839974088302,99.0,0.0,2.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8704650345435822,0.26344540597429805
236,1,0.5866043030951907,99.0,0.0,1.5,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013345892921473085,0.6146200711656105,0.31268383604646466
237,1,0.5851832854027502,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2186440051597866,0.5971831388803012,0.2754742189586788
238,1,0.5881670663047303,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4074880582483188,0.6658343352795147,0.2440690638194874
239,1,0.5860952988848618,0.0,0.0,0.0,0.0,1300000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4997880820041215,0.7662080504645635,0.2428004466721838
240,1,0.5880285307768653,0.0,0.0,1.65,0.0,0.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6103248591281649,0.671438550878001,0.2832306423011359
241,0,0.5887491325992201,0.0,0.0,0.0,0.0,7100000.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5987593956588796,0.6774316700422041,0.3292448390791467
242,1,0.5857651733173596,99.0,0.0,0.0,0.0,3000000.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0444871392840906,0.7482128225651151,0.3390369573322297
243,1,0.5886605263434413,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8034297002004492,0.6727360153870813
244,1,0.5867609477182719,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5812298735974883,0.8149652779946168,0.7300367121507473
245,1,0.5873645350977219,99.0,0.0,3.825,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6463780298529069,0.6481366780430006,0.8370715944963965
246,1,0.5872192257964789,99.0,0.0,6.9,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6533750576393249,0.8108808870687325
247,1,0.5872192257964789,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6533750576393249,0.8108808870687325
248,0,0.5871582880910788,0.0,0.225,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.2229923387745373,0.260540754120569
249,0,0.5872435037777598,99.0,0.0,0.0,168000.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04627607627365804,0.3245404041104073,0.2627490153646397
250,0,0.5872435037777598,99.0,2.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04627607627365804,0.3245404041104073,0.2627490153646397
251,0,0.5876921189371013,99.0,2.0,0.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.053942754219602096,0.342546296483673,0.2794424388076262
252,1,0.5876405288471664,0.0,2.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.4452901337584529,0.29241091533649216
253,1,0.5875186533205721,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.42589463826702695,0.2907779962381529
254,0,0.5874715588048635,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4187810766364857,0.3015146816655617
255,1,0.5872482195058566,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3755644677329205,0.3295278210597516
256,0,0.5884817379846766,0.0,1.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.3301948245699443,0.4245204268801067
