,year,cty,stcou,results,births,deaths,edu_yrs,h_units,hh_size,med_age,migration,nat_pop_inc,perc_dem,permits,pop,pov_pop,vac_rate,fed_wage,loc_wage,r_wage_cnstr,r_wage_ed_hlth,r_wage_fin,r_wage_info,r_wage_lsr_hosp,r_wage_mfg,r_wage_nat_res,r_wage_other,r_wage_prof,r_wage_pub_ad,r_wage_total,r_wage_trd,r_wage_unclass,st_wage,gsp,name
10,1993.0,11.0,8019.0,45.0,114.0,37.0,37.19,4921.0,2.4,33.48,118.0,77.0,631.2,69.0,8256.0,40.525,32.5,0.051587052491783934,0.0,466035.0207612457,1436517.6332179932,1326846.5294117648,620264.2318339101,10251698.698961938,0.0,0.0,627833.3356401385,3897384.84083045,977514.3529411764,31380793.33910035,11776698.695501732,0.0,0.0,95659.0,Clear Creek
11,1993.0,11.0,8019.0,43.0,114.0,37.0,37.19,4921.0,2.4,33.48,118.0,77.0,631.2,69.0,8256.0,40.525,32.5,0.051587052491783934,0.0,466035.0207612457,1436517.6332179932,1326846.5294117648,620264.2318339101,10251698.698961938,0.0,0.0,627833.3356401385,3897384.84083045,977514.3529411764,31380793.33910035,11776698.695501732,0.0,0.0,95659.0,Clear Creek
12,1993.0,11.0,8019.0,34.0,114.0,37.0,37.19,4921.0,2.4,33.48,118.0,77.0,631.2,69.0,8256.0,40.525,32.5,0.051587052491783934,0.0,466035.0207612457,1436517.6332179932,1326846.5294117648,620264.2318339101,10251698.698961938,0.0,0.0,627833.3356401385,3897384.84083045,977514.3529411764,31380793.33910035,11776698.695501732,0.0,0.0,95659.0,Clear Creek
13,1993.0,18.0,8033.0,85.0,16.0,13.0,38.2,957.0,2.55,10.91,20.0,3.0,226.6,8.0,1434.0,30.0,41.6,0.06296040119016147,0.0,-15782854.246680588,84363892.62007359,51756998.9431456,0.0,157445.9688581315,0.0,1275075.581314879,0.0,347020420.88992923,123598.01730103807,5384628.384083047,3828508.816608997,0.0,0.0,95659.0,Dolores
14,1993.0,18.0,8033.0,80.0,16.0,13.0,38.2,957.0,2.55,10.91,20.0,3.0,226.6,8.0,1434.0,30.0,41.6,0.06296040119016147,0.0,72907135.06258018,-2075399.3392794728,146390675.2819594,0.0,157445.9688581315,0.0,1275075.581314879,0.0,494001384.12509054,123598.01730103807,5384628.384083047,3828508.816608997,0.0,0.0,95659.0,Dolores
15,1993.0,19.0,8035.0,47.0,1483.0,222.0,32.72,28810.0,2.93,44.06,6510.0,1261.0,2619.4,3295.0,80393.0,26.475,2.0,0.008896281261704051,0.057285893359785886,105041073.06228374,36155656.85813149,27370569.62283737,10825276.152249137,33910217.41868512,45669528.99653979,3286346.335640138,16920736.75432526,71116177.60899654,29049988.837370247,541561704.3217994,162216132.6747405,0.0,0.0,95659.0,Douglas
16,1993.0,20.0,8037.0,40.0,432.0,62.0,30.78,17077.0,2.73,35.88,1522.0,370.0,2274.2,910.0,25939.0,37.925,42.8,0.010633335495502213,0.05222518349548581,87050002.0899654,36966305.05536333,54428598.64359862,10877026.318339102,165910141.82698962,8788903.702422146,707179.0380622838,18986851.224913497,37646513.50173011,30464027.761245675,536444402.3148789,84618853.15224914,0.0,0.0,95659.0,Eagle
17,1993.0,23.0,8043.0,30.0,391.0,420.0,38.03,14105.0,2.44,12.31,2718.0,-29.0,4471.8,209.0,35823.0,35.75,10.8,0.14353187851135907,0.17353291283557173,13376478.29065744,59205157.38062284,8849567.865051905,3415748.470588236,12927726.477508653,29698866.92387544,6327237.871972319,2883098.211072665,4914496.339100346,39997240.52595156,219020996.46020764,37425378.10380624,0.0,0.0,95659.0,Fremont
18,1993.0,23.0,8043.0,29.0,391.0,420.0,38.03,14105.0,2.44,12.31,2718.0,-29.0,4471.8,209.0,35823.0,35.75,10.8,0.14353187851135907,0.17353291283557173,13376478.29065744,59205157.38062284,8849567.865051905,3415748.470588236,12927726.477508653,29698866.92387544,6327237.871972319,2883098.211072665,4914496.339100346,39997240.52595156,219020996.46020764,37425378.10380624,0.0,0.0,95659.0,Fremont
19,1993.0,23.0,8043.0,45.0,391.0,420.0,38.03,14105.0,2.44,12.31,2718.0,-29.0,4471.8,209.0,35823.0,35.75,10.8,0.14353187851135907,0.17353291283557173,13376478.29065744,59205157.38062284,8849567.865051905,3415748.470588236,12927726.477508653,29698866.92387544,6327237.871972319,2883098.211072665,4914496.339100346,39997240.52595156,219020996.46020764,37425378.10380624,0.0,0.0,95659.0,Fremont
20,1993.0,25.0,8047.0,89.0,40.0,13.0,36.76,2505.0,2.35,30.01,105.0,27.0,269.0,32.0,3265.0,42.15,42.6,0.002773501480859981,0.0,1485086.667820069,216862718.77370209,-251889036.6797955,0.0,99733195.59861591,0.0,0.0,1471467.0311418688,404086.82698961935,19475.70934256056,104467676.70934255,1354364.875432526,0.0,0.0,95659.0,Gilpin
21,1993.0,38.0,8073.0,53.0,56.0,58.0,37.17,2267.0,2.34,12.99,-95.0,-2.0,709.4,23.0,5455.0,29.125,9.5,0.04230533820764251,0.3186594656440211,927944.8131487891,7074561.809688582,1897999.9100346025,927190.7231833909,3481897.5986159174,0.0,0.0,459879.0934256056,923950.2145328721,5082982.006920416,30286847.792387545,9510441.62283737,0.0,0.0,95659.0,Lincoln
22,1993.0,44.0,8085.0,56.0,362.0,254.0,37.61,10766.0,2.57,16.39,956.0,108.0,3711.2,257.0,26524.0,31.975,3.2,0.07366986901706396,0.19255237875198164,21605948.179930802,53363274.37370243,10431797.055363322,5123266.442906573,9980261.937716264,31625983.910034604,9389718.944636678,14865097.89965398,10038963.685121108,28203258.62283737,262304341.35986158,67676770.30795848,0.0,0.0,95659.0,Montrose
23,1993.0,48.0,8093.0,40.0,114.0,34.0,36.92,7650.0,2.57,24.77,409.0,80.0,722.6,298.0,8483.0,31.75,56.3,0.1006507477000746,0.3848425539602373,3177301.6608996536,9096507.093425604,392122.3287197232,0.0,2604895.422145329,0.0,0.0,322806.9134948097,1772859.5709342563,1293650.242214533,22251345.28027682,3591202.0484429067,0.0,0.0,95659.0,Park
24,1993.0,50.0,8097.0,67.0,128.0,42.0,35.87999999999999,10183.0,2.16,51.99,604.0,86.0,843.2,138.0,13318.0,52.45,36.8,0.011689212896679485,0.06126944921506487,46581762.61245675,17602156.49480969,50812786.24567474,10823373.114186853,138956270.74048445,5551905.726643599,1726024.3494809691,12437769.882352944,58000081.53633218,26568814.64013841,438605051.7093426,69544106.36678201,0.0,0.0,95659.0,Pitkin
25,1993.0,50.0,8097.0,29.0,128.0,42.0,35.87999999999999,10183.0,2.16,51.99,604.0,86.0,843.2,138.0,13318.0,52.45,36.8,0.011689212896679485,0.06126944921506487,46581762.61245675,17602156.49480969,50812786.24567474,10823373.114186853,138956270.74048445,5551905.726643599,1726024.3494809691,12437769.882352944,58000081.53633218,26568814.64013841,438605051.7093426,69544106.36678201,0.0,0.0,95659.0,Pitkin
26,1993.0,50.0,8097.0,50.0,128.0,42.0,35.87999999999999,10183.0,2.16,51.99,604.0,86.0,843.2,138.0,13318.0,52.45,36.8,0.011689212896679485,0.06126944921506487,46581762.61245675,17602156.49480969,50812786.24567474,10823373.114186853,138956270.74048445,5551905.726643599,1726024.3494809691,12437769.882352944,58000081.53633218,26568814.64013841,438605051.7093426,69544106.36678201,0.0,0.0,95659.0,Pitkin
27,1993.0,50.0,8097.0,46.0,128.0,42.0,35.87999999999999,10183.0,2.16,51.99,604.0,86.0,843.2,138.0,13318.0,52.45,36.8,0.011689212896679485,0.06126944921506487,46581762.61245675,17602156.49480969,50812786.24567474,10823373.114186853,138956270.74048445,5551905.726643599,1726024.3494809691,12437769.882352944,58000081.53633218,26568814.64013841,438605051.7093426,69544106.36678201,0.0,0.0,95659.0,Pitkin
28,1993.0,50.0,8097.0,51.0,128.0,42.0,35.87999999999999,10183.0,2.16,51.99,604.0,86.0,843.2,138.0,13318.0,52.45,36.8,0.011689212896679485,0.06126944921506487,46581762.61245675,17602156.49480969,50812786.24567474,10823373.114186853,138956270.74048445,5551905.726643599,1726024.3494809691,12437769.882352944,58000081.53633218,26568814.64013841,438605051.7093426,69544106.36678201,0.0,0.0,95659.0,Pitkin
29,1993.0,53.0,8103.0,55.0,73.0,45.0,33.86,2830.0,2.53,16.63,51.0,28.0,694.6,22.0,6284.0,27.2,16.1,0.04879025419276587,0.10048080770430083,-25993306.506643116,821438.5121107267,2574289.46366782,408345.6539792388,2602060.162629758,0.0,38997012.92387544,1415965.7128027682,1355007.6332179932,10824222.207612457,69931913.46020761,10933571.19031142,0.0,0.0133867936763736,95659.0,Rio Blanco
30,1993.0,54.0,8105.0,45.0,182.0,101.0,34.78,5321.0,2.66,17.89,190.0,81.0,2217.2,30.0,10698.0,35.5,22.1,0.07544811393440268,0.0,1484578.9930795848,5593070.429065743,4146136.557093426,0.0,3574511.1280276817,6309150.103806228,16045624.256055364,0.0,8568883.110726643,7797438.685121108,79763800.77508649,26244407.51211073,0.0,0.03562605157557119,95659.0,Rio Grande
31,1993.0,58.0,8113.0,58.0,51.0,19.0,33.43,3123.0,2.5,42.76,267.0,32.0,523.6,220.0,4582.0,52.85,38.5,0.022242719250779225,0.07726369892461217,18454184.636678204,788604.4256055364,9296188.038062284,1857676.8788927337,25200065.647058826,0.0,0.0,1814407.2560553637,4683388.546712803,7300275.186851213,79947087.68512112,10552297.069204152,0.0,0.0,95659.0,San Miguel
32,1993.0,60.0,8117.0,56.0,203.0,38.0,30.59,17831.0,2.52,42.28,1189.0,165.0,1441.6,444.0,15270.0,41.8,66.3,0.007737435569237714,0.06725330404182456,28630888.49480969,7961898.581314879,34409270.59515571,6709297.2560553625,134036414.12802768,0.0,0.0,6793445.086505191,27085421.19031142,23927850.56055364,340089895.4740485,70535409.58131489,0.0,0.0,95659.0,Summit
33,1993.0,60.0,8117.0,51.0,203.0,38.0,30.59,17831.0,2.52,42.28,1189.0,165.0,1441.6,444.0,15270.0,41.8,66.3,0.007737435569237714,0.06725330404182456,28630888.49480969,7961898.581314879,34409270.59515571,6709297.2560553625,134036414.12802768,0.0,0.0,6793445.086505191,27085421.19031142,23927850.56055364,340089895.4740485,70535409.58131489,0.0,0.0,95659.0,Summit
34,1993.0,61.0,8119.0,41.0,143.0,66.0,36.04,7896.0,2.58,27.99,988.0,77.0,1189.0,198.0,14971.0,27.82500000000001,28.1,0.0210832787459162,0.10161747180494712,4742483.66782007,2978453.480968858,6335770.370242215,1579411.7439446368,42622437.0,0.0,0.0,1308099.6747404845,2508357.0622837367,8824317.7266436,83581833.97577855,12682503.249134947,0.0,0.0,95659.0,Teller
35,1993.0,61.0,8119.0,68.0,143.0,66.0,36.04,7896.0,2.58,27.99,988.0,77.0,1189.0,198.0,14971.0,27.82500000000001,28.1,0.0210832787459162,0.10161747180494712,4742483.66782007,2978453.480968858,6335770.370242215,1579411.7439446368,42622437.0,0.0,0.0,1308099.6747404845,2508357.0622837367,8824317.7266436,83581833.97577855,12682503.249134947,0.0,0.0,95659.0,Teller
36,1993.0,64.0,8125.0,44.0,107.0,96.0,36.25,4092.0,2.55,14.03,154.0,11.0,1200.2,8.0,9011.0,29.3,13.2,0.03642893946272648,0.28085169246570146,1896692.1280276815,17144597.564013842,4228350.176470589,1120012.1211072665,1832719.173010381,1967833.3910034604,9264507.352941178,1853328.9861591696,1512567.9031141868,3320237.335640138,59616537.20761246,15475691.07612457,0.0,0.0,95659.0,Yuma
37,1994.0,4.0,8007.0,31.0,77.0,34.0,37.56,4294.0,2.66,23.42,319.0,43.0,1025.5,189.0,6519.0,29.05,42.8,0.056087291408785066,0.0,3427144.0789473685,1068626.8421052634,3183427.5000000005,1373312.3684210528,7155086.05263158,651050.9210526317,1555570.7894736843,990979.8684210528,2163323.6842105268,1268460.657894737,34222406.84210527,11385424.07894737,0.0,0.0,104507.0,Archuleta
38,1994.0,4.0,8007.0,50.0,77.0,34.0,37.56,4294.0,2.66,23.42,319.0,43.0,1025.5,189.0,6519.0,29.05,42.8,0.056087291408785066,0.0,3427144.0789473685,1068626.8421052634,3183427.5000000005,1373312.3684210528,7155086.05263158,651050.9210526317,1555570.7894736843,990979.8684210528,2163323.6842105268,1268460.657894737,34222406.84210527,11385424.07894737,0.0,0.0,104507.0,Archuleta
39,1994.0,4.0,8007.0,60.0,77.0,34.0,37.56,4294.0,2.66,23.42,319.0,43.0,1025.5,189.0,6519.0,29.05,42.8,0.056087291408785066,0.0,3427144.0789473685,1068626.8421052634,3183427.5000000005,1373312.3684210528,7155086.05263158,651050.9210526317,1555570.7894736843,990979.8684210528,2163323.6842105268,1268460.657894737,34222406.84210527,11385424.07894737,0.0,0.0,104507.0,Archuleta
40,1994.0,7.0,8013.0,51.0,3166.0,1205.0,32.32,102888.0,2.47,46.22,3489.0,1961.0,25278.0,2191.0,249030.0,51.55,4.2,0.037691515677068486,0.038627313345237765,228007505.00000003,376142963.5526316,572321147.8947369,470080870.65789485,190121119.73684213,1057285475.9210527,23440826.31578948,97804986.0526316,1057836552.763158,247602161.0526316,5107495629.210527,786852020.263158,0.0,0.0017925200696584402,104507.0,Boulder
41,1994.0,10.0,8017.0,40.0,20.0,21.0,34.36,1097.0,2.54,12.82,-14.0,-1.0,258.5,4.0,2315.0,26.35,19.3,0.08468244132193348,0.0,3850365.0964288116,12659282.371255904,-382331336.01072854,0.0,282233.94736842107,0.0,3696911.842105264,0.0,155272352.96060723,285921.8421052632,7587526.4473684225,3322458.8157894737,0.0,0.0,104507.0,Cheyenne
42,1994.0,11.0,8019.0,62.0,118.0,44.0,37.62,4990.0,2.41,34.239999999999995,347.0,74.0,609.5,81.0,8520.0,41.95,30.2,0.0439544062135803,0.0,939569.3421052631,2320784.342105264,1423068.552631579,562542.8947368421,10593120.131578948,0.0,0.0,728079.8684210527,3721053.947368422,873472.3684210528,33534255.526315793,12372564.07894737,0.0,0.0,104507.0,Clear Creek
43,1994.0,14.0,8025.0,55.0,29.0,56.0,35.160000000000004,1417.0,2.48,9.56,89.0,-27.0,673.0,1.0,4125.0,39.95,12.5,0.10256987305969276,0.2116212856827304,70627011.47461714,1625661.052631579,113852157.9228704,0.0,58790191.41474533,0.0,0.0,0.0,-39587561.08692491,1123925.0000000002,4868523.289473685,2118937.2368421056,0.0,0.0,104507.0,Crowley
44,1994.0,15.0,8027.0,66.0,36.0,14.0,41.48,2363.0,2.45,22.2,73.0,22.0,406.0,87.0,2503.0,25.65,58.3,0.06250621242002358,0.0,2038603.9473684214,-408336356.2121657,626325.5263157896,0.0,1103780.5263157894,0.0,0.0,0.0,343166.71052631584,55256.18421052633,6130281.184210528,1963148.2894736843,0.0,0.0,104507.0,Custer
45,1994.0,19.0,8035.0,65.0,1617.0,262.0,32.86,32229.0,2.92,45.18,8039.0,1355.0,2800.5,4045.0,88329.0,28.05,2.0,0.008472523342270772,0.05347583595586078,124589603.94736844,42143884.60526317,31135744.60526316,18782880.657894734,38439663.55263159,48249123.42105264,3920955.789473685,21884330.65789474,84496730.13157897,31773911.052631587,636566850.5263159,191150022.1052632,0.0,0.0,104507.0,Douglas
46,1994.0,19.0,8035.0,58.0,1617.0,262.0,32.86,32229.0,2.92,45.18,8039.0,1355.0,2800.5,4045.0,88329.0,28.05,2.0,0.008472523342270772,0.05347583595586078,124589603.94736844,42143884.60526317,31135744.60526316,18782880.657894734,38439663.55263159,48249123.42105264,3920955.789473685,21884330.65789474,84496730.13157897,31773911.052631587,636566850.5263159,191150022.1052632,0.0,0.0,104507.0,Douglas
47,1994.0,20.0,8037.0,49.0,469.0,67.0,30.84,17987.0,2.69,36.84,1793.0,402.0,2432.0,1067.0,27544.0,40.25,40.2,0.010787298449638721,0.04936490832897582,111225421.71052632,39155090.52631579,48697315.52631579,13171792.236842107,175861974.60526317,9015961.842105264,612976.4473684211,19570660.131578952,48683859.34210527,32169993.552631587,594166202.763158,96001156.84210528,0.0,0.0,104507.0,Eagle
48,1994.0,20.0,8037.0,42.0,469.0,67.0,30.84,17987.0,2.69,36.84,1793.0,402.0,2432.0,1067.0,27544.0,40.25,40.2,0.010787298449638721,0.04936490832897582,111225421.71052632,39155090.52631579,48697315.52631579,13171792.236842107,175861974.60526317,9015961.842105264,612976.4473684211,19570660.131578952,48683859.34210527,32169993.552631587,594166202.763158,96001156.84210528,0.0,0.0,104507.0,Eagle
49,1994.0,23.0,8043.0,65.0,384.0,396.0,38.14,14336.0,2.54,12.48,2210.0,-12.0,4445.5,277.0,38561.0,36.1,12.4,0.20047976037010012,0.15926168910631455,13994388.157894738,61990887.89473685,10593929.210526315,3462624.868421053,13570317.894736845,29070002.500000004,6144209.210526316,3081953.947368422,5193676.052631578,58376496.31578948,246350507.23684216,40872021.18421053,0.0,0.0,104507.0,Fremont
50,1994.0,24.0,8045.0,48.0,465.0,212.0,33.36,13648.0,2.65,22.48,1669.0,253.0,2963.0,533.0,34038.0,38.45,6.7,0.036652377016392,0.13970048503567745,63354504.34210527,92548864.73684213,18622183.684210528,7581230.394736842,31729960.263157897,12151734.736842107,8280692.894736842,13881302.368421055,40544213.94736843,35850541.44736843,435262392.63157904,110717163.81578948,0.0,0.01636275821215289,104507.0,Garfield
