year,cty,spend_waiver,s_source,s_target,s_time,lim5_5,rev_change,sales,sales_change,property,prop_change,prop_levy_change,debt,debt_change,target,rev_time,results,pass,st_open,st_no waiver,st_infrastructure,st_public safety,st_environment,st_education,st_unspecified,st_hss,st_debt,st_economic development,st_tourism,ss_open,ss_no waiver,ss_sales,ss_property,ss_nontax,ss_value,ss_transfer,ss_nonproperty,ss_tourism,ss_unknown,ss_library,ss_gaming,ss_development,rt_infrastructure,rt_public safety,rt_hss,rt_environment,rt_unspecified,rt_education,rt_open,rt_tourism,rt_administrative,rt_economic development,rt_agriculture,rt_debt,rt_unknown,rt_limited,rt_choice
1993,Adams,0,no waiver,no waiver,0.0,0,0,1,0.5,0,0.0,0.0,0,0.0,public safety,99.0,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Adams,1,open,open,99.0,1,0,0,0.0,1,1.7,0.0,0,0.0,education,99.0,39.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,Adams,0,no waiver,no waiver,0.0,0,1,1,0.2,0,0.0,0.0,0,0.0,environment,15.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Adams,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,42710000.0,environment,99.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,Adams,0,no waiver,no waiver,0.0,0,1,1,0.5,0,0.0,0.0,0,0.0,public safety,4.0,64.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Adams,0,no waiver,no waiver,0.0,0,0,1,0.2,0,0.0,0.0,0,0.0,environment,99.0,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,Adams,1,open,education,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,62.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Adams,1,open,open,99.0,0,0,1,0.5,0,0.0,0.0,0,0.0,infrastructure,7.0,70.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Adams,1,open,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,50.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Adams,1,open,open,99.0,1,1,0,0.0,1,2.438,0.0,0,0.0,education,25.0,48.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Adams,1,open,open,99.0,0,1,1,0.05,0,0.0,0.0,0,0.0,environment,20.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Adams,1,open,open,99.0,0,1,1,0.5,0,0.0,0.0,0,0.0,infrastructure/public safety,20.0,63.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Alamosa,1,open,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,50.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Alamosa,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,open,99.0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,Alamosa,0,no waiver,no waiver,0.0,0,0,1,4.0,0,0.0,0.0,0,0.0,tourism,99.0,57.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,Alamosa,1,tourism,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Alamosa,1,open,open,99.0,0,1,1,1.0,0,0.0,0.0,0,0.0,public safety,13.0,37.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Arapahoe,1,unknown,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,49.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Arapahoe,0,no waiver,no waiver,0.0,0,0,0,0.0,1,0.9,0.0,0,0.0,public safety,99.0,54.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Arapahoe,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.8,0.0,0,0.0,infrastructure,99.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Arapahoe,1,nontax,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,73.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Arapahoe,0,no waiver,no waiver,0.0,0,1,1,0.2,0,0.0,0.0,0,0.0,public safety,99.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Arapahoe,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,14000000.0,public safety,99.0,65.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Arapahoe,0,no waiver,no waiver,0.0,1,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,63.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,Arapahoe,1,open,open,99.0,1,1,1,0.25,0,0.0,0.0,0,0.0,environment,10.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,Arapahoe,0,no waiver,no waiver,0.0,0,0,1,0.25,0,0.0,0.0,0,0.0,environment,12.0,61.7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1993,Archuleta,0,no waiver,no waiver,0.0,0,0,0,0.0,1,0.0394,0.0,0,0.0,infrastructure,99.0,33.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Archuleta,0,no waiver,no waiver,0.0,0,0,1,0.03,0,0.0,0.0,0,0.0,hss,10.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,Archuleta,0,no waiver,no waiver,0.0,0,0,1,2.0,0,0.0,0.0,0,0.0,infrastructure,7.0,50.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Archuleta,1,open,open,4.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,60.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Archuleta,0,no waiver,no waiver,0.0,0,0,0,0.0,1,6.5,0.0,0,0.0,infrastructure,5.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Archuleta,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,48.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Archuleta,1,nonproperty,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Archuleta,1,open,open,99.0,0,1,1,4.0,0,0.0,0.0,0,0.0,unspecified,99.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,Archuleta,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,infrastructure,8.0,72.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Archuleta,1,open,open,99.0,1,1,1,4.0,0,0.0,0.0,0,0.0,environment,99.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Archuleta,1,property,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,open,4.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,Archuleta,1,sales,open,99.0,1,1,1,2.0,0,0.0,0.0,0,0.0,infrastructure,99.0,65.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Archuleta,1,property,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,70.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Archuleta,1,open,open,99.0,1,1,0,0.0,1,1.5,0.0,0,0.0,education,99.0,23.47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,Archuleta,1,open,open,99.0,1,1,0,0.0,1,7.0,0.0,0,0.0,infrastructure,4.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Baca,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,73.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Baca,1,open,open,99.0,0,1,1,1.0,0,0.0,0.0,0,0.0,unspecified,99.0,44.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,Baca,1,property,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Baca,1,property,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Baca,1,open,open,99.0,0,1,0,0.0,1,0.0,300000.0,0,0.0,unspecified,99.0,29.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,Bent,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,71.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Bent,0,no waiver,no waiver,0.0,0,1,0,0.0,1,1.5,0.0,0,0.0,environment,30.0,55.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,Bent,1,open,open,99.0,0,1,0,0.0,1,2.5,0.0,0,0.0,infrastructure,99.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.25,0,0.0,0.0,0,0.0,environment,99.0,55.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.01,0,0.0,0.0,0,0.0,environment,7.0,51.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,Boulder,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,35000000.0,environment,99.0,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.01,0,0.0,0.0,0,0.0,hss,10.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,Boulder,1,open,open,1.0,0,1,1,0.1,0,0.0,0.0,0,0.0,environment,99.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.1,0,0.0,0.0,0,0.0,hss,10.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,Boulder,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.0,0.0,0,0.0,infrastructure,99.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.2,0,0.0,0.0,0,0.0,hss,2.0,54.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,Boulder,1,value,open,1.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,78.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Boulder,1,nontax,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,71.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Boulder,0,no waiver,no waiver,0.0,0,1,0,0.0,1,1.0,0.0,0,0.0,public safety,99.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Boulder,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,35000000.0,environment,99.0,79.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.25,0,0.0,0.0,0,0.0,environment,99.0,70.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.05,0,0.0,0.0,0,0.0,infrastructure,3.0,51.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.1,0,0.0,0.0,1,80800000.0,environment,8.0,52.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,Boulder,1,nontax,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.05,0,0.0,0.0,0,0.0,public safety,3.0,58.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.1,0,0.0,0.0,0,0.0,infrastructure,7.0,54.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Boulder,1,open,open,99.0,1,1,0,0.0,1,1.5,0.0,0,0.0,hss,99.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.25,0,0.0,0.0,1,90000000.0,infrastructure,20.0,49.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.05,0,0.0,0.0,0,0.0,hss,5.0,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.05,0,0.0,0.0,1,4255000.0,public safety/infrastructure,99.0,53.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Boulder,1,open,open,3.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,48.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.1,0,0.0,0.0,0,60000000.0,environment,20.0,55.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.03,0,0.0,0.0,0,0.0,public safety,10.0,49.71,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Boulder,1,open,open,99.0,0,1,0,0.0,0,4.7,0.0,0,0.0,hss,99.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Boulder,1,open,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Boulder,1,open,open,99.0,0,1,1,0.2,0,0.0,0.0,0,0.0,infrastructure,14.0,43.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.1,0,0.0,0.0,1,40000000.0,environment,20.0,59.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.1,0,0.0,0.0,0,0.0,infrastructure,17.0,69.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Boulder,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,40000000.0,infrastructure,99.0,65.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.05,0,0.0,0.0,0,0.0,hss,10.0,74.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Boulder,0,no waiver,no waiver,0.0,0,1,1,0.25,0,0.0,0.0,1,50000000.0,environment,15.0,47.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,Boulder,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,85000000.0,infrastructure,99.0,49.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Boulder,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,6100000.0,infrastructure,99.0,56.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Boulder,0,no waiver,no waiver,0.0,1,1,0,0.0,1,0.9,0.0,0,0.0,hss,5.0,51.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Boulder,0,no waiver,no waiver,0.0,0,0,1,0.15,0,0.0,0.0,1,40000000.0,environment,99.0,50.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,Broomfield,1,open,open,99.0,0,0,1,0.4,0,0.0,0.0,0,0.0,unspecified,99.0,87.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,Broomfield,1,sales,environment,99.0,0,0,1,0.0,0,0.0,0.0,0,0.0,,99.0,77.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Broomfield,1,nontax,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,unspecified,99.0,61.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,Chaffee,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Chaffee,0,no waiver,no waiver,0.0,0,0,1,2.0,0,0.0,0.0,0,0.0,unspecified,99.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Chaffee,0,no waiver,no waiver,0.0,0,0,1,2.0,0,0.0,0.0,0,0.0,public safety,20.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Chaffee,0,no waiver,no waiver,0.0,0,1,1,2.0,0,0.0,0.0,0,0.0,environment,99.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,Chaffee,1,open,open,99.0,0,1,0,0.0,1,0.5,0.0,0,0.0,hss,99.0,71.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,Chaffee,1,open,open,99.0,0,1,1,0.25,0,0.0,0.0,0,0.0,public safety,99.0,22.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Chaffee,1,open,open,99.0,0,1,1,0.25,0,0.0,0.0,0,0.0,infrastructure,99.0,22.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Chaffee,1,open,open,99.0,0,1,0,0.0,1,0.0,0.0,0,0.0,public safety,9.0,16.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Cheyenne,0,no waiver,no waiver,0.0,0,0,0,0.0,1,0.0,0.0,0,0.0,unspecified,99.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
